,BO-0_FA_BB,BO-0_FD_BB,BO-0_FR_BB,BO-0_FS_BB,BO-0_MA_BB,BO-0_MA_BBavg,BO-0_MD_BB,BO-0_MD_BBavg,BO-0_MR_BB,BO-0_MR_BBavg,BO-0_MS_BB,BO-0_MS_BBavg,BO-1_FA_BB,BO-1_FD_BB,BO-1_FR_BB,BO-1_FS_BB,BO-1_MA_BB,BO-1_MA_BBavg,BO-1_MD_BB,BO-1_MD_BBavg,BO-1_MR_BB,BO-1_MR_BBavg,BO-1_MS_BB,BO-1_MS_BBavg,BO-2_FA_BB,BO-2_FD_BB,BO-2_FR_BB,BO-2_FS_BB,BO-2_MA_BB,BO-2_MA_BBavg,BO-2_MD_BB,BO-2_MD_BBavg,BO-2_MR_BB,BO-2_MR_BBavg,BO-2_MS_BB,BO-2_MS_BBavg,BO-3_FA_BB,BO-3_FD_BB,BO-3_FR_BB,BO-3_FS_BB,BO-3_MA_BB,BO-3_MA_BBavg,BO-3_MD_BB,BO-3_MD_BBavg,BO-3_MR_BB,BO-3_MR_BBavg,BO-3_MS_BB,BO-3_MS_BBavg,BO-4_FA_BB,BO-4_FD_BB,BO-4_FR_BB,BO-4_FS_BB,BO-4_MA_BB,BO-4_MA_BBavg,BO-4_MD_BB,BO-4_MD_BBavg,BO-4_MR_BB,BO-4_MR_BBavg,BO-4_MS_BB,BO-4_MS_BBavg,BO-5_FA_BB,BO-5_FD_BB,BO-5_FR_BB,BO-5_FS_BB,BO-5_MA_BB,BO-5_MA_BBavg,BO-5_MD_BB,BO-5_MD_BBavg,BO-5_MR_BB,BO-5_MR_BBavg,BO-5_MS_BB,BO-5_MS_BBavg,BO-6_FA_BB,BO-6_FD_BB,BO-6_FR_BB,BO-6_FS_BB,BO-6_MA_BB,BO-6_MA_BBavg,BO-6_MD_BB,BO-6_MD_BBavg,BO-6_MR_BB,BO-6_MR_BBavg,BO-6_MS_BB,BO-6_MS_BBavg,I-0_FA_BB,I-0_FD_BB,I-0_FR_BB,I-0_FS_BB,I-0_MA_BB,I-0_MA_BBavg,I-0_MD_BB,I-0_MD_BBavg,I-0_MR_BB,I-0_MR_BBavg,I-0_MS_BB,I-0_MS_BBavg,I-1_FA_BB,I-1_FD_BB,I-1_FR_BB,I-1_FS_BB,I-1_MA_BB,I-1_MA_BBavg,I-1_MD_BB,I-1_MD_BBavg,I-1_MR_BB,I-1_MR_BBavg,I-1_MS_BB,I-1_MS_BBavg,I-2_FA_BB,I-2_FD_BB,I-2_FR_BB,I-2_FS_BB,I-2_MA_BB,I-2_MA_BBavg,I-2_MD_BB,I-2_MD_BBavg,I-2_MR_BB,I-2_MR_BBavg,I-2_MS_BB,I-2_MS_BBavg,I-3_FA_BB,I-3_FD_BB,I-3_FR_BB,I-3_FS_BB,I-3_MA_BB,I-3_MA_BBavg,I-3_MD_BB,I-3_MD_BBavg,I-3_MR_BB,I-3_MR_BBavg,I-3_MS_BB,I-3_MS_BBavg,I-4_FA_BB,I-4_FD_BB,I-4_FR_BB,I-4_FS_BB,I-4_MA_BB,I-4_MA_BBavg,I-4_MD_BB,I-4_MD_BBavg,I-4_MR_BB,I-4_MR_BBavg,I-4_MS_BB,I-4_MS_BBavg,I-5_FA_BB,I-5_FD_BB,I-5_FR_BB,I-5_FS_BB,I-5_MA_BB,I-5_MA_BBavg,I-5_MD_BB,I-5_MD_BBavg,I-5_MR_BB,I-5_MR_BBavg,I-5_MS_BB,I-5_MS_BBavg,I-6_FA_BB,I-6_FD_BB,I-6_FR_BB,I-6_FS_BB,I-6_MA_BB,I-6_MA_BBavg,I-6_MD_BB,I-6_MD_BBavg,I-6_MR_BB,I-6_MR_BBavg,I-6_MS_BB,I-6_MS_BBavg,d-0_FA_BB,d-0_FD_BB,d-0_FR_BB,d-0_FS_BB,d-0_MA_BB,d-0_MA_BBavg,d-0_MD_BB,d-0_MD_BBavg,d-0_MR_BB,d-0_MR_BBavg,d-0_MS_BB,d-0_MS_BBavg,d-1_FA_BB,d-1_FD_BB,d-1_FR_BB,d-1_FS_BB,d-1_MA_BB,d-1_MA_BBavg,d-1_MD_BB,d-1_MD_BBavg,d-1_MR_BB,d-1_MR_BBavg,d-1_MS_BB,d-1_MS_BBavg,d-2_FA_BB,d-2_FD_BB,d-2_FR_BB,d-2_FS_BB,d-2_MA_BB,d-2_MA_BBavg,d-2_MD_BB,d-2_MD_BBavg,d-2_MR_BB,d-2_MR_BBavg,d-2_MS_BB,d-2_MS_BBavg,d-3_FA_BB,d-3_FD_BB,d-3_FR_BB,d-3_FS_BB,d-3_MA_BB,d-3_MA_BBavg,d-3_MD_BB,d-3_MD_BBavg,d-3_MR_BB,d-3_MR_BBavg,d-3_MS_BB,d-3_MS_BBavg,d-4_FA_BB,d-4_FD_BB,d-4_FR_BB,d-4_FS_BB,d-4_MA_BB,d-4_MA_BBavg,d-4_MD_BB,d-4_MD_BBavg,d-4_MR_BB,d-4_MR_BBavg,d-4_MS_BB,d-4_MS_BBavg,d-5_FA_BB,d-5_FD_BB,d-5_FR_BB,d-5_FS_BB,d-5_MA_BB,d-5_MA_BBavg,d-5_MD_BB,d-5_MD_BBavg,d-5_MR_BB,d-5_MR_BBavg,d-5_MS_BB,d-5_MS_BBavg,d-6_FA_BB,d-6_FD_BB,d-6_FR_BB,d-6_FS_BB,d-6_MA_BB,d-6_MA_BBavg,d-6_MD_BB,d-6_MD_BBavg,d-6_MR_BB,d-6_MR_BBavg,d-6_MS_BB,d-6_MS_BBavg,id
10,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,20.0,26.66667,44.0,48.0,12.0,20.0,-4.0,26.66667,6.66667,44.0,20.0,72.0,50.0,66.0,86.0,72.0,18.0,50.0,-1.0,66.0,16.5,86.0,35.0,76.0,41.0,52.0,79.0,76.0,19.0,41.0,-4.0,52.0,13.0,79.0,34.0,64.0,32.0,40.0,64.0,64.0,16.0,32.0,-4.0,40.0,10.0,64.0,28.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,68.0,51.0,68.0,85.0,68.0,17.0,51.0,0.0,68.0,17.0,85.0,34.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,73.4987135,0.0,1.0,17.1462781,73.4987135,4.5936696,0.0,0.0,1.0,1.0,17.1462781,4.2865695,115.5065938,55.112032,42.130161,82.0581932,115.5065938,28.8766485,55.112032,3.6731975,42.130161,10.5325403,82.0581932,30.6193588,184.0575732,124.274265,117.4588867,167.2124634,184.0575732,46.0143933,124.274265,14.9667419,117.4588867,29.3647217,167.2124634,57.9049402,157.4043491,110.2369093,106.5181689,146.9572629,157.4043491,39.3510873,110.2369093,13.7890947,106.5181689,26.6295422,146.9572629,50.5094483,128.8788323,87.844805,83.347397,117.9105327,128.8788323,32.2197081,87.844805,10.6865534,83.347397,20.8368493,117.9105327,40.752281,28.316219,22.4165174,23.360761,29.022317,28.316219,7.0790548,22.4165174,3.1269545,23.360761,5.8401902,29.022317,9.7327541,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
11,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,36.0,15.0,19.33333,33.0,36.0,9.0,15.0,-3.0,19.33333,4.83333,33.0,15.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76.316108,0.0,1.0,17.4718182,76.316108,4.7697567,0.0,0.0,1.0,1.0,17.4718182,4.3679546,86.2217593,42.5456451,33.1976464,62.2852642,86.2217593,21.5554398,42.5456451,3.2340541,33.1976464,8.2994116,62.2852642,22.9736732,153.6708318,113.447928,113.0275531,148.6293453,153.6708318,38.4177079,113.447928,15.1689505,113.0275531,28.2568883,148.6293453,50.3503678,61.2548061,45.4036136,45.3175894,59.4272957,61.2548061,15.3137015,45.4036136,6.0920226,45.3175894,11.3293974,59.4272957,20.1157047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_chloride_1_smi1_1_s_1
12,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,13.0,17.33333,27.0,28.0,7.0,13.0,-2.0,17.33333,4.33333,27.0,12.0,44.0,25.0,32.0,47.0,44.0,11.0,25.0,-2.0,32.0,8.0,47.0,20.0,72.0,54.0,72.0,90.0,72.0,18.0,54.0,0.0,72.0,18.0,90.0,36.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,20.0,15.0,20.0,25.0,20.0,5.0,15.0,0.0,20.0,5.0,25.0,10.0,36.0,27.0,36.0,45.0,36.0,9.0,27.0,0.0,36.0,9.0,45.0,18.0,72.0,54.0,72.0,90.0,72.0,18.0,54.0,0.0,72.0,18.0,90.0,36.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,76.2829922,0.0,1.0,17.468027,76.2829922,4.767687,0.0,0.0,1.0,1.0,17.468027,4.3670068,58.1040675,37.0174482,32.8873117,50.322687,58.1040675,14.5260169,37.0174482,4.2648975,32.8873117,8.2218279,50.322687,17.5701363,106.842826,66.3731631,58.5507618,90.8390803,106.842826,26.7107065,66.3731631,7.4185718,58.5507618,14.6376904,90.8390803,31.884489,183.3774187,136.2164643,136.1462777,178.2080225,183.3774187,45.8443547,136.2164643,18.3072817,136.1462777,34.0365694,178.2080225,60.29884,9.6127726,7.6334001,7.9355869,9.8346269,9.6127726,2.4031931,7.6334001,1.08289,7.9355869,1.9838967,9.8346269,3.2841168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_iodide_1_smi1_1_s_1
13,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,40.0,22.0,25.0,38.0,40.0,8.0,22.0,-2.0,25.0,5.0,38.0,14.0,70.0,56.0,70.0,84.0,70.0,14.0,56.0,0.0,70.0,14.0,84.0,28.0,60.0,48.0,60.0,72.0,60.0,12.0,48.0,0.0,60.0,12.0,72.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0.0,1.0,10.0,25.0,1.0,0.0,0.0,1.0,1.0,10.0,2.0,30.0,24.0,30.0,36.0,30.0,6.0,24.0,0.0,30.0,6.0,36.0,12.0,70.0,56.0,70.0,84.0,70.0,14.0,56.0,0.0,70.0,14.0,84.0,28.0,60.0,48.0,60.0,72.0,60.0,12.0,48.0,0.0,60.0,12.0,72.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,135.3991276,0.0,1.0,23.2722262,135.3991276,5.4159651,0.0,0.0,1.0,1.0,23.2722262,4.6544452,110.9229579,60.2840315,45.4997433,79.3493254,110.9229579,22.1845916,60.2840315,4.4306887,45.4997433,9.0999487,79.3493254,23.4959826,203.0931845,145.4518867,133.4656187,180.3592795,203.0931845,40.6186369,145.4518867,15.1274203,133.4656187,26.6931237,180.3592795,50.034813,158.9227535,125.9756387,123.4158767,153.2910752,158.9227535,31.7845507,125.9756387,14.2689532,123.4158767,24.6831753,153.2910752,41.5843896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1
14,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,20.0,26.0,36.0,32.0,8.0,20.0,-1.0,26.0,6.5,36.0,15.0,60.0,37.0,48.0,67.0,60.0,15.0,37.0,-2.0,48.0,12.0,67.0,28.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,52.0,39.0,52.0,65.0,52.0,13.0,39.0,0.0,52.0,13.0,65.0,26.0,16.0,12.0,16.0,20.0,16.0,4.0,12.0,0.0,16.0,4.0,20.0,8.0,4.0,3.0,4.0,5.0,4.0,1.0,3.0,0.0,4.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,68.8518122,0.0,1.0,16.5953984,68.8518122,4.3032383,0.0,0.0,1.0,1.0,16.5953984,4.1488496,86.2541202,47.6889503,41.2654966,68.4788387,86.2541202,21.5635301,47.6889503,4.1260294,41.2654966,10.3163741,68.4788387,24.9159178,124.2359039,92.8977582,94.3294415,122.8424213,124.2359039,31.058976,92.8977582,11.9951909,94.3294415,23.5823604,122.8424213,41.939854,41.535972,28.1850753,26.9173204,38.1965184,41.535972,10.383993,28.1850753,3.2919776,26.9173204,6.7293301,38.1965184,13.3034208,9.1328856,7.1970464,7.5388891,9.398352,9.1328856,2.2832214,7.1970464,0.973772,7.5388891,1.8847223,9.398352,3.1750776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1
15,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,20.0,26.66667,44.0,48.0,12.0,20.0,-4.0,26.66667,6.66667,44.0,20.0,76.0,57.0,76.0,95.0,76.0,19.0,57.0,0.0,76.0,19.0,95.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,76.0,57.0,76.0,95.0,76.0,19.0,57.0,0.0,76.0,19.0,95.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,71.4344585,0.0,1.0,16.9037816,71.4344585,4.4646537,0.0,0.0,1.0,1.0,16.9037816,4.2259454,104.6566312,55.2324973,44.9216943,79.9977559,104.6566312,26.1641578,55.2324973,4.5211523,44.9216943,11.2304236,79.9977559,29.286411,177.2211776,139.6176972,145.5631525,181.5541541,177.2211776,44.3052944,139.6176972,19.178253,145.5631525,36.3907881,181.5541541,61.1147099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1
16,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,40.0,14.0,18.66667,34.0,40.0,10.0,14.0,-4.0,18.66667,4.66667,34.0,16.0,44.0,29.0,38.0,51.0,44.0,11.0,29.0,-1.0,38.0,9.5,51.0,21.0,96.0,68.0,90.0,116.0,96.0,24.0,68.0,-1.0,90.0,22.5,116.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,24.0,18.0,24.0,30.0,24.0,6.0,18.0,0.0,24.0,6.0,30.0,12.0,40.0,30.0,40.0,50.0,40.0,10.0,30.0,0.0,40.0,10.0,50.0,20.0,92.0,69.0,92.0,115.0,92.0,23.0,69.0,0.0,92.0,23.0,115.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,64.6060186,0.0,1.0,16.0755738,64.6060186,4.0378762,0.0,0.0,1.0,1.0,16.0755738,4.0188935,63.4986515,40.3267048,36.746109,56.1267383,63.4986515,15.8746629,40.3267048,4.1566636,36.746109,9.1865273,56.1267383,19.9566972,113.5516492,66.2506412,57.0755357,94.5050973,113.5516492,28.3879123,66.2506412,5.9672392,57.0755357,14.2688839,94.5050973,34.2216954,210.557751,158.6731136,163.3035732,211.0650849,210.557751,52.6394378,158.6731136,20.0212892,163.3035732,40.8258933,211.0650849,72.4132605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-ime_1_dft-sime_1_dft-iacn_1_dft-icn_1_smi1_1_s_1
17,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,20.0,26.66667,44.0,48.0,12.0,20.0,-4.0,26.66667,6.66667,44.0,20.0,84.0,59.0,78.0,101.0,84.0,21.0,59.0,-1.0,78.0,19.5,101.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,80.0,60.0,80.0,100.0,80.0,20.0,60.0,0.0,80.0,20.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,67.7361562,0.0,1.0,16.4603956,67.7361562,4.2335098,0.0,0.0,1.0,1.0,16.4603956,4.1150989,93.5373406,54.4764438,46.698569,77.2067214,93.5373406,23.3843352,54.4764438,5.0952568,46.698569,11.6746422,77.2067214,27.8255344,185.7558969,142.0339162,146.9161972,187.1739968,185.7558969,46.4389742,142.0339162,18.5809488,146.9161972,36.7290493,187.1739968,63.7210295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1
18,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,44.0,17.0,22.66667,39.0,44.0,11.0,17.0,-4.0,22.66667,5.66667,39.0,18.0,64.0,44.0,58.0,76.0,64.0,16.0,44.0,-1.0,58.0,14.5,76.0,31.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,28.0,21.0,28.0,35.0,28.0,7.0,21.0,0.0,28.0,7.0,35.0,14.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,56.0,42.0,56.0,70.0,56.0,14.0,42.0,0.0,56.0,14.0,70.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,66.4891707,0.0,1.0,16.3081784,66.4891707,4.1555732,0.0,0.0,1.0,1.0,16.3081784,4.0770446,78.1655651,47.4925673,41.9726939,66.6646816,78.1655651,19.5413913,47.4925673,4.683599,41.9726939,10.4931735,66.6646816,23.8557133,153.565397,103.4784073,99.394908,141.1442688,153.565397,38.3913492,103.4784073,11.7449038,99.394908,24.848727,141.1442688,49.4107652,130.3498118,98.1714277,100.676982,130.14307,130.3498118,32.587453,98.1714277,12.553491,100.676982,25.1692455,130.14307,44.5251334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1
19,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,48.0,20.0,26.66667,44.0,48.0,12.0,20.0,-4.0,26.66667,6.66667,44.0,20.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,80.0,40.0,50.0,80.0,80.0,20.0,40.0,-5.0,50.0,12.5,80.0,35.0,60.0,33.0,42.0,63.0,60.0,15.0,33.0,-3.0,42.0,10.5,63.0,27.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,0.0,1.0,8.0,16.0,1.0,0.0,0.0,1.0,1.0,8.0,2.0,32.0,24.0,32.0,40.0,32.0,8.0,24.0,0.0,32.0,8.0,40.0,16.0,64.0,48.0,64.0,80.0,64.0,16.0,48.0,0.0,64.0,16.0,80.0,32.0,60.0,45.0,60.0,75.0,60.0,15.0,45.0,0.0,60.0,15.0,75.0,30.0,48.0,36.0,48.0,60.0,48.0,12.0,36.0,0.0,48.0,12.0,60.0,24.0,12.0,9.0,12.0,15.0,12.0,3.0,9.0,0.0,12.0,3.0,15.0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,75.6057419,0.0,1.0,17.3903125,75.6057419,4.7253589,0.0,0.0,1.0,1.0,17.3903125,4.3475781,120.0954176,55.7494891,42.0150124,83.3730106,120.0954176,30.0238544,55.7494891,3.5785517,42.0150124,10.5037531,83.3730106,31.2020732,172.453333,119.2892353,113.8591597,158.9557642,172.453333,43.1133332,119.2892353,14.9473605,113.8591597,28.4647899,158.9557642,54.6138894,159.6700324,112.0642425,108.0149949,148.7904445,159.6700324,39.9175081,112.0642425,14.2437348,108.0149949,27.0037487,148.7904445,50.9699369,130.7223907,89.3079424,84.5260782,119.3758072,130.7223907,32.6805977,89.3079424,11.0515363,84.5260782,21.1315195,119.3758072,41.1194011,28.7216666,22.7822886,23.6912324,29.3886487,28.7216666,7.1804166,22.7822886,3.2181871,23.6912324,5.9228081,29.3886487,9.8245472,0,0,0,0,0,0,0,0,0,0,0,0,ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1
