id,Z-0_FR_AA,Z-1_FR_AA,Z-2_FR_AA,Z-3_FR_AA,Z-4_FR_AA,Z-5_FR_AA,Z-6_FR_AA,I-0_FR_AA,I-1_FR_AA,I-2_FR_AA,I-3_FR_AA,I-4_FR_AA,I-5_FR_AA,I-6_FR_AA,T-0_FR_AA,T-1_FR_AA,T-2_FR_AA,T-3_FR_AA,T-4_FR_AA,T-5_FR_AA,T-6_FR_AA,S-0_FR_AA,S-1_FR_AA,S-2_FR_AA,S-3_FR_AA,S-4_FR_AA,S-5_FR_AA,S-6_FR_AA,chi-0_FR_AA,chi-1_FR_AA,chi-2_FR_AA,chi-3_FR_AA,chi-4_FR_AA,chi-5_FR_AA,chi-6_FR_AA
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,32.0,200.2,778.6,1706.2,1265.1,479.2,162.0,32.0,66.0,124.0,178.0,318.0,144.0,162.0,32.0,112.2,173.0,350.3,423.0,265.5,162.0,32.0,83.719,167.57,258.199,404.517,196.87,162.0,32.0,67.196,125.667,180.642,328.15,148.836,162.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,30.0,179.8,508.9,1195.6,816.7,415.6,240.7,30.0,64.0,110.0,150.0,234.0,130.0,122.0,30.0,95.9,145.2,257.7,306.1,194.1,164.7,30.0,78.272,139.974,205.053,288.912,170.494,143.723,30.0,65.288,111.815,152.288,242.258,133.096,122.872
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,26.0,143.8,338.7,767.4,750.0,378.3,204.3,26.0,56.0,98.0,124.0,128.0,106.0,86.0,26.0,80.0,139.6,184.0,181.5,146.0,119.9,26.0,66.45,119.707,162.511,171.239,138.056,105.535,26.0,57.003,99.951,125.894,130.311,108.255,87.627
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,35.0,198.6,299.1,585.8,1310.1,632.7,417.4,35.0,76.0,134.0,150.0,192.0,216.0,160.0,35.0,116.5,169.3,210.3,287.9,298.6,248.2,35.0,91.597,153.089,185.275,249.196,271.948,203.431,35.0,77.531,137.292,152.378,196.28,225.547,163.369
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,37.0,199.6,324.3,1147.9,1217.7,610.2,773.6,37.0,74.0,134.0,172.0,256.0,232.0,244.0,37.0,119.2,180.7,284.0,346.3,334.8,420.5,37.0,91.557,155.134,234.103,319.084,291.095,330.987,37.0,75.116,136.73,173.643,259.073,238.008,247.057
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,33.0,193.8,783.1,1845.6,1113.2,659.9,236.0,33.0,64.0,116.0,160.0,272.0,208.0,236.0,33.0,106.5,160.5,294.0,346.5,375.5,236.0,33.0,81.956,159.953,245.922,347.809,288.069,236.0,33.0,64.743,116.402,161.237,273.048,211.861,236.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,29.0,160.2,501.8,1179.6,613.7,466.9,257.0,29.0,58.0,98.0,132.0,190.0,146.0,128.0,29.0,86.0,132.4,217.7,245.0,208.9,171.2,29.0,71.013,127.688,187.211,231.134,192.919,151.177,29.0,58.798,99.199,133.373,192.109,149.445,129.083
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,32.0,190.3,442.7,726.9,875.6,434.4,351.9,32.0,70.0,122.0,162.0,178.0,178.0,148.0,32.0,97.2,169.2,230.5,259.3,251.8,207.8,32.0,83.693,148.62,201.945,227.261,222.426,185.206,32.0,70.79,123.634,163.629,180.029,180.645,149.383
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,30.0,161.4,505.6,1185.4,633.7,475.0,453.9,30.0,60.0,100.0,134.0,196.0,158.0,156.0,30.0,88.0,133.2,218.5,247.0,234.5,202.3,30.0,73.186,129.832,189.272,236.806,206.265,199.738,30.0,60.882,101.229,135.436,199.107,160.543,157.252
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,49.0,252.9,483.3,1059.3,2251.7,1047.4,1099.0,49.0,98.0,182.0,232.0,316.0,412.0,406.0,49.0,163.4,257.2,343.2,493.6,571.8,631.7,49.0,121.875,221.043,298.819,427.181,512.142,519.355,49.0,99.109,184.566,233.983,319.164,418.098,412.677
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,28.0,170.9,410.0,587.2,637.9,353.6,252.3,28.0,62.0,108.0,134.0,138.0,140.0,104.0,28.0,86.9,151.2,191.8,199.0,205.6,142.7,28.0,73.306,130.554,165.973,173.26,175.696,129.148,28.0,62.963,110.005,135.863,139.807,142.749,105.734
ir_tbp_1_dft-phos_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,28.0,130.1,277.9,600.5,603.9,438.5,285.6,28.0,58.0,90.0,122.0,128.0,122.0,108.0,28.0,73.5,120.9,165.1,170.8,160.5,144.3,28.0,67.5,113.523,156.58,163.813,152.655,134.936,28.0,58.65,91.064,123.38,129.901,124.415,110.859
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,62.0,286.2,583.9,1255.9,2069.5,1798.4,1815.2,62.0,128.0,222.0,320.0,416.0,566.0,642.0,62.0,184.0,315.3,447.8,611.5,783.5,900.3,62.0,153.509,273.399,402.157,536.573,704.296,807.5,62.0,129.043,223.869,322.08,419.383,572.12,649.945
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,34.0,188.8,311.3,1082.5,1514.6,778.2,425.0,34.0,70.0,132.0,166.0,248.0,176.0,150.0,34.0,118.4,181.8,290.3,345.0,246.0,298.5,34.0,86.846,152.429,226.604,327.479,236.107,201.447,34.0,71.225,134.666,167.833,252.631,182.222,151.441
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,32.0,176.1,440.6,1741.1,681.8,634.3,198.0,32.0,62.0,114.0,158.0,266.0,194.0,198.0,32.0,104.5,159.8,293.8,346.5,338.0,198.0,32.0,78.699,150.39,240.23,329.677,267.667,198.0,32.0,62.743,114.457,159.421,267.18,199.214,198.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,33.0,202.9,455.9,1242.1,785.6,509.2,328.5,33.0,70.0,128.0,170.0,254.0,204.0,152.0,33.0,109.5,178.5,288.6,371.0,294.8,214.2,33.0,86.034,152.258,231.132,316.089,256.842,182.655,33.0,70.948,130.343,171.703,257.093,207.137,153.741
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,31.0,152.8,299.1,684.0,798.9,453.7,399.2,31.0,64.0,106.0,126.0,134.0,146.0,154.0,31.0,90.7,139.2,171.2,176.1,197.4,227.1,31.0,75.969,128.538,163.0,173.709,184.729,194.584,31.0,64.989,108.22,127.9,136.001,149.026,157.614
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,28.0,142.1,328.2,1185.9,896.5,399.8,240.7,28.0,56.0,96.0,126.0,178.0,118.0,122.0,28.0,85.2,131.6,215.7,219.4,177.7,164.7,28.0,68.35,122.082,182.186,234.568,158.357,143.723,28.0,56.83,97.147,127.306,180.798,120.217,122.872
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,27.0,134.1,254.6,636.7,560.0,360.6,280.9,27.0,56.0,86.0,112.0,120.0,120.0,112.0,27.0,70.2,113.0,151.8,154.1,159.6,150.7,27.0,65.505,106.053,144.848,151.12,149.942,138.723,27.0,56.941,87.346,113.393,121.826,122.138,114.825
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,33.0,163.4,311.2,620.3,1346.1,915.1,415.4,33.0,68.0,118.0,146.0,172.0,176.0,150.0,33.0,100.9,159.0,214.4,257.6,229.9,220.3,33.0,81.722,142.363,187.23,236.82,244.958,191.825,33.0,68.829,119.99,147.715,173.748,178.721,152.656
ir_tbp_1_dft-pph3_1_dft-py_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,54.0,249.8,516.2,792.5,1491.4,1416.0,1308.6,54.0,114.0,186.0,254.0,298.0,382.0,476.0,54.0,149.7,246.4,334.6,397.7,511.6,652.7,54.0,134.594,226.222,312.102,378.787,477.459,590.095,54.0,115.229,188.249,256.315,300.924,387.838,481.991
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-cch_1_smi1_1_s_1,29.0,160.9,278.3,1252.6,516.9,436.3,286.5,29.0,58.0,104.0,136.0,190.0,146.0,138.0,29.0,91.4,144.4,229.2,244.1,226.1,180.0,29.0,71.604,121.736,194.426,225.289,192.704,159.216,29.0,59.008,106.579,137.704,192.792,150.352,140.831
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-hicn_1_bromide_1_smi1_1_s_1,29.0,150.0,518.4,1228.2,1056.1,516.6,314.9,29.0,58.0,100.0,134.0,184.0,120.0,128.0,29.0,88.2,139.6,227.8,226.3,182.6,172.3,29.0,71.248,133.091,194.932,253.677,163.883,154.73,29.0,58.673,100.714,135.086,185.663,122.124,128.92
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_chloride_1_smi1_1_s_1,30.0,174.3,586.6,1677.6,1123.2,333.0,162.0,30.0,60.0,114.0,156.0,270.0,108.0,162.0,30.0,105.6,162.3,314.1,328.5,229.5,162.0,30.0,76.481,152.59,235.804,358.069,150.093,162.0,30.0,60.985,114.928,157.748,276.437,109.179,162.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,25.0,131.9,322.8,633.9,681.5,433.8,217.5,25.0,54.0,90.0,118.0,116.0,96.0,70.0,25.0,72.6,127.8,168.9,164.0,129.0,94.1,25.0,62.908,110.688,151.162,154.087,123.625,88.388,25.0,54.763,91.504,119.579,117.755,97.946,71.442
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,28.0,150.6,253.6,1087.8,494.1,384.0,403.8,28.0,56.0,96.0,128.0,182.0,136.0,118.0,28.0,83.7,131.8,215.2,231.2,198.4,159.2,28.0,68.148,112.027,179.611,212.611,175.241,157.786,28.0,57.044,97.975,129.389,185.25,139.778,120.034
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,39.0,216.1,400.7,1079.2,1499.6,905.1,491.1,39.0,82.0,148.0,210.0,284.0,320.0,214.0,39.0,128.4,216.6,317.5,455.8,452.8,288.2,39.0,100.77,182.124,267.761,372.06,395.608,257.78,39.0,83.328,150.085,212.223,291.421,329.918,217.776
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,25.0,117.6,235.5,554.9,592.7,343.2,189.7,25.0,52.0,82.0,106.0,106.0,94.0,74.0,25.0,67.8,110.8,146.5,146.2,121.8,99.3,25.0,60.446,101.012,135.948,141.21,120.289,91.985,25.0,52.717,83.491,107.318,107.785,96.395,75.59
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,53.0,257.8,757.5,1431.5,1384.5,1555.5,1588.3,53.0,110.0,186.0,266.0,362.0,404.0,498.0,53.0,152.5,252.2,393.8,476.5,556.2,731.5,53.0,132.368,236.907,351.434,452.69,514.578,639.867,53.0,111.232,187.611,268.261,366.131,408.879,503.528
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,25.0,143.7,304.2,618.4,463.8,265.7,187.8,25.0,54.0,88.0,116.0,122.0,110.0,76.0,25.0,69.5,120.0,164.6,168.1,147.5,99.3,25.0,63.306,106.458,146.144,150.132,135.424,93.852,25.0,54.895,89.694,117.736,123.919,112.381,77.632
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,30.0,203.0,436.2,1260.0,730.9,309.5,129.4,30.0,68.0,134.0,184.0,274.0,132.0,78.0,30.0,107.2,190.2,329.6,397.2,185.9,83.0,30.0,82.902,155.711,244.748,339.972,162.604,85.269,30.0,69.456,136.639,187.592,282.836,133.887,79.055
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,54.0,264.7,463.3,860.4,1520.2,1486.9,1353.8,54.0,118.0,200.0,268.0,328.0,424.0,476.0,54.0,162.1,263.7,358.7,449.7,577.7,678.0,54.0,139.12,237.298,325.476,407.148,527.265,595.032,54.0,119.546,203.404,271.322,332.815,434.078,484.583
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,27.0,159.8,395.4,670.1,477.8,312.5,251.0,27.0,60.0,102.0,140.0,156.0,132.0,86.0,27.0,78.5,140.2,202.5,221.3,172.5,108.3,27.0,69.92,123.27,173.893,190.416,161.258,110.16,27.0,60.972,103.747,142.18,158.353,133.883,87.349
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,31.0,170.3,284.7,585.1,1238.5,587.9,260.2,31.0,66.0,122.0,142.0,170.0,168.0,106.0,31.0,105.4,165.4,215.9,263.4,218.3,176.2,31.0,79.827,141.946,179.507,227.466,221.549,133.892,31.0,67.331,124.878,144.35,173.108,174.246,107.482
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,45.0,236.8,457.7,1651.4,1648.3,997.3,1095.9,45.0,88.0,164.0,220.0,332.0,388.0,422.0,45.0,150.8,237.0,353.2,489.8,606.5,637.2,45.0,111.133,199.588,305.574,431.683,490.35,531.482,45.0,89.078,166.251,221.345,335.74,394.135,425.493
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,45.0,252.1,530.0,1671.7,1938.0,1165.9,768.8,45.0,92.0,174.0,240.0,388.0,384.0,360.0,45.0,158.4,249.2,403.1,590.6,601.0,560.2,45.0,116.247,219.233,326.083,512.111,500.243,434.359,45.0,93.355,176.255,242.464,397.809,393.39,362.849
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_bromide_1_smi1_1_s_1,29.0,151.6,244.8,464.4,1107.8,679.6,214.6,29.0,62.0,104.0,120.0,148.0,148.0,94.0,29.0,89.5,132.4,169.6,224.7,191.2,135.7,29.0,73.39,120.454,149.286,200.042,198.326,115.616,29.0,63.103,106.073,121.582,150.595,152.78,94.946
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_bromide_1_smi1_1_s_1,40.0,198.5,413.5,1094.6,1820.4,1128.4,587.5,40.0,80.0,144.0,186.0,238.0,298.0,260.0,40.0,129.5,208.1,274.9,375.7,408.7,380.9,40.0,98.639,178.396,246.243,336.826,388.149,318.666,40.0,80.952,145.839,187.328,240.847,302.673,262.673
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_chloride_1_smi1_1_s_1,29.0,149.5,278.9,1201.5,749.8,422.4,271.0,29.0,58.0,100.0,134.0,184.0,120.0,128.0,29.0,88.2,139.6,227.8,226.3,182.6,172.3,29.0,71.06,120.64,193.329,242.376,159.687,152.822,29.0,58.841,101.754,135.107,186.566,122.453,129.07
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,28.0,154.5,256.7,647.6,675.4,395.2,224.7,28.0,62.0,98.0,128.0,148.0,126.0,94.0,28.0,80.7,125.7,175.8,202.8,166.3,127.3,28.0,72.767,118.107,160.094,188.519,156.989,115.931,28.0,63.173,99.997,129.888,152.344,129.566,95.591
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,27.0,132.3,268.3,652.5,561.2,360.7,269.7,27.0,56.0,92.0,118.0,122.0,118.0,104.0,27.0,75.9,124.9,164.6,162.4,160.7,141.8,27.0,65.639,112.473,152.291,153.301,146.52,128.47,27.0,56.952,94.001,119.943,124.213,121.029,107.446
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_fluoride_1_smi1_1_s_1,32.0,167.6,354.4,1132.4,797.6,495.3,401.0,32.0,64.0,112.0,140.0,190.0,138.0,158.0,32.0,101.0,153.1,233.1,237.8,202.1,252.8,32.0,79.592,141.119,196.683,231.576,182.043,201.333,32.0,65.054,113.784,142.269,196.245,142.141,159.717
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,36.0,192.7,349.9,475.1,1565.4,553.8,492.2,36.0,74.0,126.0,146.0,196.0,218.0,212.0,36.0,108.8,157.6,205.7,288.3,305.3,277.7,36.0,89.76,146.778,182.59,267.361,271.04,253.129,36.0,75.329,128.72,147.871,199.112,223.552,217.239
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,26.0,169.8,467.6,696.4,581.5,305.5,150.9,26.0,58.0,100.0,136.0,140.0,116.0,70.0,26.0,77.2,145.2,201.5,201.2,159.8,91.5,26.0,69.792,125.803,175.862,181.564,146.248,83.716,26.0,58.93,101.412,137.787,141.969,117.757,70.926
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,31.0,171.3,347.4,670.8,748.3,444.7,359.1,31.0,66.0,108.0,136.0,150.0,160.0,148.0,31.0,89.6,142.3,184.2,208.6,219.0,208.6,31.0,78.466,130.188,170.475,190.812,198.674,185.831,31.0,66.808,109.789,137.581,151.74,162.414,149.78
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,31.0,169.0,358.2,1738.6,795.4,498.6,198.0,31.0,60.0,112.0,152.0,252.0,156.0,198.0,31.0,103.8,159.5,293.8,309.0,300.0,198.0,31.0,76.326,138.746,234.086,321.009,215.855,198.0,31.0,60.952,113.554,153.336,256.153,159.209,198.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,30.0,158.5,265.0,540.2,1002.5,379.1,388.2,30.0,62.0,108.0,128.0,150.0,156.0,138.0,30.0,91.6,142.5,183.5,216.8,221.5,195.0,30.0,74.008,125.461,160.441,195.37,192.052,176.031,30.0,63.005,110.756,130.065,151.811,159.729,142.481
ir_tbp_1_dft-phos_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,35.0,176.0,318.1,619.4,1255.2,617.2,500.4,35.0,72.0,122.0,154.0,188.0,204.0,194.0,35.0,103.7,161.2,219.8,269.6,272.4,282.7,35.0,86.196,146.473,194.634,247.366,258.253,245.633,35.0,72.967,124.061,155.956,190.332,207.223,198.086
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,52.0,234.5,428.8,750.1,1443.1,1290.5,1220.3,52.0,110.0,180.0,240.0,280.0,358.0,434.0,52.0,146.0,237.6,318.7,381.7,474.5,598.9,52.0,129.491,216.057,293.49,355.506,441.667,538.377,52.0,111.225,182.764,242.894,284.005,366.153,440.961
ir_tbp_1_dft-ime_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,36.0,182.9,315.1,596.2,1305.1,621.7,540.1,36.0,74.0,122.0,142.0,174.0,198.0,208.0,36.0,105.9,153.5,192.1,243.8,264.6,296.4,36.0,88.978,145.611,180.246,234.618,256.096,265.413,36.0,74.731,123.961,143.573,175.486,200.151,211.404
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,30.0,175.6,352.4,1210.5,623.5,427.3,246.9,30.0,62.0,110.0,156.0,224.0,160.0,118.0,30.0,93.2,155.6,265.5,312.4,222.4,159.2,30.0,76.033,131.085,214.161,272.334,202.957,141.023,30.0,62.849,111.908,157.431,227.179,163.79,119.018
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,29.0,161.9,250.7,536.6,1030.6,419.4,235.6,29.0,62.0,110.0,124.0,150.0,140.0,98.0,29.0,95.0,144.3,183.2,223.7,185.7,155.0,29.0,75.04,126.575,156.664,196.307,174.033,122.774,29.0,63.517,113.019,126.505,154.542,147.613,99.395
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,30.0,152.5,295.6,674.0,787.5,441.4,354.1,30.0,62.0,104.0,124.0,128.0,136.0,134.0,30.0,88.7,138.4,169.8,172.7,184.5,197.1,30.0,73.918,126.551,160.416,167.722,174.786,171.235,30.0,62.815,106.203,125.69,129.314,138.5,136.769
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,31.0,165.5,274.3,492.2,1160.2,400.5,418.5,31.0,64.0,112.0,138.0,162.0,172.0,146.0,31.0,94.3,151.0,202.3,239.8,242.8,196.7,31.0,76.716,131.39,170.88,212.099,209.834,186.645,31.0,64.991,114.432,139.943,163.612,175.477,150.861
ir_tbp_1_dft-phos_1_dft-phos_1_dft-iacn_1_iodide_1_smi1_1_s_1,30.0,137.5,303.1,648.2,1043.6,846.2,410.5,30.0,62.0,100.0,122.0,124.0,122.0,120.0,30.0,85.5,133.0,166.3,169.7,158.5,172.7,30.0,73.33,125.359,160.51,177.943,177.317,158.309,30.0,62.497,101.076,122.905,124.723,123.111,121.299
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,55.0,249.1,444.0,665.4,1704.4,1370.4,1340.4,55.0,116.0,192.0,260.0,326.0,412.0,502.0,55.0,154.7,251.2,349.7,445.2,560.7,675.9,55.0,135.863,227.503,314.492,410.902,507.775,613.014,55.0,117.118,194.478,262.546,329.028,416.659,510.924
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-no2_1_smi1_1_s_1,37.0,208.9,388.4,1058.0,1452.4,813.0,444.3,37.0,78.0,142.0,198.0,270.0,304.0,196.0,37.0,123.1,207.9,302.8,434.6,432.1,263.5,37.0,95.939,174.46,254.189,353.779,376.668,235.012,37.0,79.452,144.209,200.316,277.142,313.701,199.747
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,40.0,218.1,560.3,1653.8,1621.0,990.8,586.1,40.0,78.0,148.0,210.0,314.0,342.0,306.0,40.0,134.0,222.0,347.5,480.5,526.5,427.5,40.0,99.978,192.755,298.576,431.528,440.287,353.481,40.0,78.826,148.832,211.381,316.311,347.185,309.008
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,32.0,178.7,531.0,1204.9,819.9,594.2,443.7,32.0,64.0,110.0,136.0,194.0,166.0,182.0,32.0,98.4,146.0,221.2,242.4,245.0,281.1,32.0,79.351,141.827,194.062,240.104,224.04,228.14,32.0,64.864,111.37,137.374,195.997,168.764,184.345
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,28.0,162.7,324.9,1179.9,641.4,369.6,246.4,28.0,56.0,96.0,128.0,182.0,136.0,118.0,28.0,83.7,131.7,215.2,231.2,198.4,159.2,28.0,70.012,115.298,185.327,230.668,174.489,139.195,28.0,57.005,97.873,129.361,184.376,138.351,119.615
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,53.0,246.3,449.7,1297.7,1275.2,1375.4,1530.0,53.0,110.0,186.0,266.0,362.0,404.0,498.0,53.0,152.5,252.2,393.8,476.5,556.2,731.5,53.0,130.804,221.21,343.297,442.843,503.185,642.199,53.0,111.041,188.429,267.985,364.994,409.861,504.456
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,29.0,153.4,497.4,1112.6,586.9,443.4,316.2,29.0,58.0,98.0,132.0,190.0,146.0,128.0,29.0,86.0,132.4,217.7,245.0,208.9,171.2,29.0,70.345,127.017,185.116,227.379,187.424,156.079,29.0,58.926,99.293,133.744,193.514,150.029,131.529
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-iacn_1_chloride_1_smi1_1_s_1,76.0,325.3,621.8,960.5,2121.5,2486.4,2391.1,76.0,162.0,268.0,374.0,450.0,606.0,804.0,76.0,212.5,358.0,495.5,606.5,811.0,1085.0,76.0,189.321,322.325,453.66,564.336,776.238,1006.567,76.0,163.076,270.506,376.573,452.692,611.159,811.445
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,36.0,191.6,316.1,1075.7,1194.9,575.3,649.4,36.0,72.0,132.0,170.0,250.0,220.0,216.0,36.0,117.2,179.9,283.2,344.3,314.9,378.5,36.0,88.716,152.32,229.871,310.502,272.582,286.658,36.0,73.16,134.795,171.911,253.277,227.046,221.881
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,33.0,164.4,268.6,484.1,1272.5,539.9,392.2,33.0,68.0,114.0,126.0,152.0,168.0,156.0,33.0,100.2,143.3,174.5,226.0,217.2,223.5,33.0,81.195,132.313,157.599,209.298,217.596,195.483,33.0,68.981,116.415,127.54,154.017,172.411,158.809
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_chloride_1_smi1_1_s_1,27.0,149.0,487.5,1170.6,699.9,386.0,242.4,27.0,54.0,94.0,122.0,170.0,108.0,114.0,27.0,82.9,130.9,213.2,205.6,166.7,155.2,27.0,66.616,123.222,177.726,217.575,147.551,135.195,27.0,54.962,95.163,123.432,173.256,110.227,115.615
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,34.0,192.7,315.8,1174.1,1028.4,554.1,407.3,34.0,72.0,126.0,164.0,246.0,162.0,162.0,34.0,111.7,166.7,273.3,326.3,238.7,259.2,34.0,88.276,148.471,222.767,312.236,211.536,205.86,34.0,73.242,128.63,166.051,253.097,167.12,163.973
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,35.0,180.1,300.4,576.4,1251.3,468.3,566.5,35.0,72.0,124.0,138.0,168.0,194.0,206.0,35.0,108.3,157.5,191.6,234.8,263.3,312.8,35.0,86.512,143.642,173.291,221.906,237.463,265.633,35.0,73.125,126.949,139.982,170.098,198.502,209.814
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,23.0,145.3,300.0,546.2,505.7,217.2,108.2,23.0,52.0,96.0,108.0,98.0,72.0,44.0,23.0,77.8,136.2,163.5,138.5,100.0,64.8,23.0,62.358,114.124,136.61,122.362,90.907,54.447,23.0,53.557,98.774,111.111,101.833,75.614,44.867
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,52.0,242.7,503.8,771.3,1444.3,1329.0,1265.3,52.0,110.0,180.0,242.0,284.0,370.0,460.0,52.0,144.4,237.7,319.9,376.9,496.9,631.9,52.0,129.763,218.558,298.53,360.511,462.481,570.2,52.0,111.353,182.373,244.408,286.75,375.87,465.93
