id,Z-0_FS_AA,Z-1_FS_AA,Z-2_FS_AA,Z-3_FS_AA,Z-4_FS_AA,Z-5_FS_AA,Z-6_FS_AA,I-0_FS_AA,I-1_FS_AA,I-2_FS_AA,I-3_FS_AA,I-4_FS_AA,I-5_FS_AA,I-6_FS_AA,T-0_FS_AA,T-1_FS_AA,T-2_FS_AA,T-3_FS_AA,T-4_FS_AA,T-5_FS_AA,T-6_FS_AA,S-0_FS_AA,S-1_FS_AA,S-2_FS_AA,S-3_FS_AA,S-4_FS_AA,S-5_FS_AA,S-6_FS_AA,chi-0_FS_AA,chi-1_FS_AA,chi-2_FS_AA,chi-3_FS_AA,chi-4_FS_AA,chi-5_FS_AA,chi-6_FS_AA
ir_tbp_1_dft-iz_1_dft-phos_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,412.0,1234.0,1872.0,2572.0,2002.0,1380.0,1030.0,54.0,112.0,172.0,224.0,240.0,240.0,224.0,112.0,284.0,428.0,508.0,510.0,494.0,404.0,33.54,81.08,122.52,150.8,155.84,148.36,125.08,133.26,283.5,431.8,549.0,599.58,604.14,548.08
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,432.0,1332.0,1996.0,2696.0,4048.0,1904.0,1704.0,72.0,148.0,252.0,292.0,392.0,436.0,424.0,148.0,400.0,584.0,724.0,900.0,892.0,784.0,40.0,99.2,153.6,190.24,248.24,244.32,220.88,180.16,380.68,642.52,741.92,990.32,1113.2,1085.28
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_fluoride_1_smi1_1_s_1,440.0,1458.0,2352.0,3926.0,5074.0,2608.0,1902.0,88.0,176.0,332.0,436.0,584.0,708.0,608.0,176.0,508.0,788.0,1048.0,1328.0,1332.0,1228.0,44.0,114.16,193.2,262.32,337.76,348.24,289.48,210.58,435.62,805.8,1058.02,1437.16,1744.88,1459.26
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_bromide_1_smi1_1_s_1,436.0,1444.0,1906.0,2748.0,3626.0,1968.0,756.0,62.0,132.0,244.0,284.0,340.0,336.0,212.0,132.0,388.0,580.0,692.0,768.0,612.0,480.0,34.56,90.58,148.24,177.1,210.12,183.24,108.68,154.22,339.36,630.62,714.18,852.44,852.36,513.84
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,448.0,1490.0,2514.0,4136.0,5200.0,2850.0,2294.0,92.0,184.0,340.0,452.0,620.0,788.0,740.0,184.0,524.0,812.0,1100.0,1444.0,1548.0,1440.0,46.4,119.48,200.52,277.12,366.56,401.68,352.24,217.22,452.46,816.22,1079.54,1489.04,1888.38,1767.86
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,384.0,1678.0,2358.0,2594.0,1860.0,976.0,416.0,54.0,124.0,224.0,300.0,312.0,244.0,140.0,124.0,388.0,644.0,752.0,688.0,454.0,222.0,31.9,90.66,154.52,189.2,181.46,127.94,63.7,138.46,323.36,592.58,778.66,811.38,620.5,337.7
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,356.0,1172.0,2016.0,3024.0,1558.0,944.0,470.0,54.0,108.0,188.0,252.0,352.0,248.0,184.0,108.0,296.0,460.0,624.0,612.0,452.0,292.0,29.34,74.58,123.68,164.1,174.42,125.5,78.24,132.0,271.14,458.56,623.26,868.2,617.06,435.38
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,368.0,1142.0,1748.0,2316.0,1764.0,1148.0,670.0,52.0,108.0,180.0,232.0,232.0,216.0,172.0,108.0,288.0,444.0,512.0,478.0,418.0,314.0,30.52,75.18,117.92,145.68,140.84,125.58,89.62,131.4,277.8,464.36,582.96,589.04,561.06,431.8
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,376.0,1192.0,1980.0,3202.0,1910.0,1288.0,646.0,58.0,116.0,200.0,276.0,380.0,272.0,216.0,116.0,316.0,488.0,680.0,670.0,504.0,372.0,32.4,80.06,128.54,184.42,201.36,149.58,100.82,140.42,287.72,488.68,668.24,908.78,691.82,513.16
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,384.0,1226.0,2088.0,3192.0,1980.0,1090.0,576.0,56.0,112.0,192.0,260.0,368.0,268.0,204.0,112.0,304.0,464.0,650.0,652.0,488.0,340.0,31.58,79.1,128.94,176.22,196.0,139.7,92.02,135.38,276.92,463.6,636.7,882.58,659.2,483.54
ir_tbp_1_dft-nme3_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,392.0,1356.0,2150.0,3436.0,1978.0,1374.0,934.0,60.0,124.0,220.0,312.0,448.0,320.0,236.0,124.0,356.0,568.0,822.0,838.0,576.0,356.0,33.78,85.7,139.06,204.08,232.74,172.96,117.32,147.28,313.56,555.14,777.58,1100.92,792.76,553.64
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,400.0,1332.0,2460.0,3330.0,1808.0,1226.0,564.0,56.0,112.0,192.0,256.0,364.0,272.0,236.0,112.0,304.0,468.0,640.0,648.0,528.0,356.0,31.18,78.74,129.9,171.86,189.36,149.52,97.68,135.3,277.7,463.18,623.4,877.92,681.34,553.56
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,352.0,1128.0,1874.0,3168.0,1568.0,1146.0,548.0,56.0,112.0,204.0,268.0,368.0,268.0,220.0,112.0,316.0,492.0,660.0,648.0,508.0,328.0,30.08,74.7,122.32,172.96,185.3,144.46,90.1,138.8,286.18,517.86,664.4,902.62,693.0,525.14
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,456.0,1828.0,2816.0,3762.0,3732.0,2322.0,1140.0,72.0,152.0,284.0,372.0,568.0,444.0,340.0,152.0,464.0,704.0,1016.0,1160.0,880.0,736.0,38.34,105.78,178.46,239.18,301.34,237.7,167.84,177.14,384.86,704.38,947.8,1415.78,1136.08,819.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,436.0,1452.0,2670.0,3530.0,3322.0,2190.0,1300.0,70.0,140.0,260.0,336.0,488.0,416.0,380.0,140.0,400.0,616.0,852.0,940.0,816.0,776.0,37.16,94.94,161.66,216.06,261.76,229.18,188.24,168.48,346.58,627.76,823.48,1174.98,1039.72,923.8
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,396.0,1232.0,1844.0,2492.0,2964.0,1444.0,1152.0,62.0,128.0,208.0,252.0,312.0,336.0,308.0,128.0,336.0,492.0,606.0,700.0,674.0,566.0,35.4,87.38,132.82,165.58,196.7,188.58,159.06,154.0,327.06,530.78,636.74,779.3,847.9,761.58
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_chloride_1_smi1_1_s_1,404.0,1504.0,2508.0,4212.0,2412.0,756.0,324.0,60.0,120.0,228.0,312.0,540.0,216.0,324.0,120.0,360.0,552.0,876.0,828.0,540.0,324.0,31.36,83.1,142.58,212.16,258.84,112.32,100.44,142.94,295.64,552.74,763.92,1307.16,513.0,712.8
ir_tbp_1_dft-oxaz_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,384.0,1190.0,1860.0,2428.0,1860.0,1180.0,670.0,52.0,108.0,180.0,232.0,232.0,216.0,172.0,108.0,288.0,444.0,512.0,478.0,418.0,314.0,31.24,77.34,122.96,150.72,145.16,127.02,89.62,129.7,272.7,452.46,571.06,578.84,557.66,431.8
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-hicn_1_fluoride_1_smi1_1_s_1,368.0,1186.0,1842.0,3290.0,1886.0,1122.0,660.0,58.0,116.0,200.0,268.0,368.0,240.0,256.0,116.0,316.0,480.0,660.0,626.0,510.0,420.0,31.38,79.0,125.52,176.96,187.12,132.12,111.64,140.8,289.08,495.48,658.0,904.72,599.86,597.28
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-cn_1_smi1_1_s_1,428.0,1400.0,2604.0,3410.0,2118.0,1444.0,698.0,58.0,116.0,200.0,276.0,380.0,272.0,216.0,116.0,316.0,488.0,680.0,670.0,504.0,372.0,33.36,83.9,140.06,188.26,205.2,152.46,101.78,138.7,280.84,468.04,661.36,901.9,686.66,511.44
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_bromide_1_smi1_1_s_1,636.0,1870.0,3036.0,4544.0,6900.0,6404.0,4926.0,112.0,236.0,404.0,544.0,668.0,828.0,956.0,236.0,640.0,1004.0,1312.0,1586.0,1860.0,2092.0,62.78,159.22,260.1,349.2,439.22,527.64,553.18,269.74,586.58,995.94,1323.22,1624.36,2039.3,2358.66
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,404.0,1398.0,2810.0,4258.0,2178.0,1152.0,324.0,62.0,120.0,224.0,312.0,520.0,360.0,324.0,120.0,344.0,536.0,832.0,880.0,684.0,324.0,31.98,83.06,146.84,210.96,248.54,169.56,100.44,146.2,289.4,516.7,753.6,1239.06,874.44,712.8
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,416.0,1362.0,2330.0,3832.0,3624.0,2148.0,1452.0,76.0,152.0,280.0,380.0,488.0,616.0,528.0,152.0,432.0,680.0,892.0,1116.0,1164.0,864.0,39.62,100.96,170.58,234.3,287.46,307.7,231.96,182.4,376.66,677.16,907.72,1187.18,1497.9,1259.76
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,408.0,1276.0,1948.0,2506.0,3394.0,1658.0,1050.0,64.0,132.0,228.0,284.0,340.0,364.0,308.0,132.0,360.0,544.0,674.0,756.0,702.0,548.0,35.82,89.9,142.54,178.94,209.9,199.84,149.54,157.76,335.98,578.32,711.5,836.2,903.6,757.44
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,360.0,1174.0,2040.0,4254.0,1722.0,1592.0,738.0,66.0,128.0,232.0,320.0,544.0,416.0,472.0,128.0,360.0,552.0,864.0,960.0,888.0,472.0,33.28,82.3,132.74,213.66,256.18,220.46,159.62,160.0,323.84,577.7,784.88,1324.08,1023.98,1085.52
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-co_1_dft-icn_1_smi1_1_s_1,440.0,1384.0,2326.0,3734.0,3836.0,2268.0,1658.0,76.0,152.0,268.0,372.0,488.0,616.0,508.0,152.0,420.0,652.0,882.0,1120.0,1140.0,838.0,41.16,102.6,167.92,233.52,292.26,312.72,241.14,185.58,379.04,651.02,899.32,1204.04,1515.06,1239.8
ir_tbp_1_dft-py_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,424.0,1602.0,2362.0,2930.0,2700.0,1618.0,1214.0,64.0,140.0,244.0,324.0,356.0,356.0,296.0,140.0,408.0,648.0,804.0,828.0,732.0,548.0,37.64,99.68,162.56,206.8,221.84,203.68,158.68,157.38,353.56,620.44,811.0,891.3,884.0,706.76
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,392.0,1302.0,2424.0,4414.0,2074.0,1592.0,738.0,66.0,128.0,232.0,320.0,544.0,416.0,472.0,128.0,360.0,552.0,864.0,960.0,888.0,472.0,34.72,88.06,150.02,220.86,272.02,220.46,159.62,156.6,310.24,536.9,767.88,1286.68,1023.98,1085.52
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,396.0,1294.0,2072.0,3574.0,3312.0,1876.0,1708.0,76.0,152.0,268.0,320.0,484.0,452.0,520.0,152.0,420.0,608.0,824.0,972.0,992.0,1084.0,39.04,98.28,154.4,210.48,265.52,249.96,258.08,182.32,381.86,666.6,786.46,1169.24,1133.56,1238.92
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,408.0,1320.0,2002.0,2658.0,3824.0,1842.0,1426.0,74.0,152.0,264.0,316.0,376.0,424.0,412.0,152.0,416.0,612.0,744.0,854.0,866.0,822.0,39.12,99.72,157.38,192.62,227.62,225.92,207.22,180.4,385.84,665.8,789.36,932.82,1071.46,999.88
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_bromide_1_smi1_1_s_1,440.0,1272.0,1898.0,2626.0,2730.0,1670.0,906.0,56.0,116.0,188.0,220.0,220.0,220.0,216.0,116.0,304.0,440.0,484.0,470.0,460.0,460.0,33.66,82.7,128.34,148.46,151.62,140.28,118.7,136.74,291.1,469.12,536.98,543.62,553.32,529.5
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,400.0,1298.0,2232.0,3500.0,2248.0,1288.0,712.0,60.0,120.0,204.0,280.0,392.0,296.0,268.0,120.0,324.0,496.0,696.0,706.0,580.0,438.0,33.68,85.56,140.48,192.48,216.6,156.2,117.88,140.7,289.04,475.48,663.16,915.0,710.96,619.88
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,432.0,1310.0,1940.0,2662.0,3390.0,1780.0,1710.0,68.0,140.0,232.0,260.0,320.0,372.0,388.0,140.0,372.0,532.0,620.0,740.0,792.0,784.0,38.8,95.04,144.08,170.24,208.88,218.2,216.56,168.14,359.44,592.5,654.24,807.64,951.42,955.92
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,404.0,1244.0,1892.0,2640.0,2862.0,1528.0,1246.0,62.0,128.0,220.0,260.0,312.0,332.0,312.0,128.0,348.0,520.0,616.0,692.0,676.0,588.0,35.12,86.96,136.5,167.14,194.18,188.1,162.92,157.56,332.4,569.54,660.34,798.52,867.82,791.14
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,384.0,1218.0,1970.0,3322.0,2014.0,1218.0,692.0,58.0,116.0,200.0,268.0,368.0,240.0,256.0,116.0,316.0,480.0,660.0,626.0,510.0,420.0,32.28,80.62,131.82,179.48,195.4,136.98,113.26,139.16,285.74,482.06,654.96,891.96,589.84,593.94
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,480.0,1606.0,3304.0,4790.0,2914.0,1704.0,1042.0,66.0,128.0,232.0,320.0,544.0,416.0,472.0,128.0,360.0,552.0,864.0,960.0,888.0,472.0,35.98,90.76,156.56,224.04,279.64,225.92,174.44,154.84,308.36,534.7,765.96,1281.08,1011.94,1052.84
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,372.0,1226.0,1990.0,3360.0,2766.0,1486.0,1128.0,68.0,136.0,240.0,304.0,460.0,392.0,392.0,136.0,376.0,564.0,784.0,888.0,804.0,752.0,34.74,88.0,140.38,196.6,239.48,201.08,181.68,165.1,346.02,603.2,757.04,1131.98,985.42,920.64
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_bromide_1_smi1_1_s_1,632.0,1998.0,2946.0,4278.0,6564.0,6230.0,4482.0,106.0,228.0,384.0,512.0,636.0,800.0,840.0,228.0,624.0,964.0,1260.0,1570.0,1798.0,1848.0,60.82,157.06,253.02,333.2,426.36,509.2,489.96,257.34,569.18,954.44,1257.28,1568.3,1997.84,2075.52
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,548.0,1702.0,2808.0,3930.0,4792.0,4622.0,3900.0,98.0,208.0,336.0,472.0,556.0,704.0,848.0,208.0,544.0,864.0,1120.0,1326.0,1632.0,1802.0,55.68,141.76,226.42,301.88,360.02,435.8,477.02,238.5,521.42,834.52,1150.82,1372.98,1761.08,2086.02
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,428.0,1432.0,2844.0,4444.0,2368.0,1532.0,648.0,64.0,124.0,228.0,316.0,532.0,388.0,396.0,124.0,352.0,544.0,848.0,920.0,784.0,396.0,34.24,86.88,150.72,218.32,266.16,204.0,135.36,152.98,300.48,527.96,761.38,1264.04,972.68,915.84
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,424.0,1342.0,2030.0,2708.0,3946.0,1948.0,1388.0,72.0,148.0,256.0,300.0,364.0,420.0,400.0,148.0,404.0,588.0,714.0,836.0,850.0,794.0,39.24,99.12,155.4,189.76,230.08,234.84,200.96,175.26,374.86,645.56,747.1,890.24,1038.08,973.52
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,452.0,1376.0,2080.0,2812.0,4460.0,2096.0,1960.0,76.0,156.0,276.0,328.0,432.0,484.0,456.0,156.0,432.0,644.0,808.0,988.0,972.0,856.0,42.02,104.14,165.1,207.14,269.06,268.06,243.32,187.24,397.96,698.36,825.56,1074.56,1216.36,1155.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,440.0,1446.0,2554.0,4836.0,4322.0,2814.0,2308.0,90.0,176.0,328.0,440.0,664.0,776.0,844.0,176.0,504.0,768.0,1104.0,1440.0,1620.0,1468.0,44.8,113.5,189.5,279.06,368.02,396.98,373.7,213.9,433.84,786.84,1049.3,1602.98,1890.54,1995.34
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,448.0,1454.0,2484.0,3950.0,4174.0,2524.0,1402.0,78.0,156.0,276.0,388.0,500.0,620.0,520.0,156.0,432.0,676.0,912.0,1138.0,1156.0,870.0,41.78,106.8,177.92,247.2,307.68,316.4,230.92,182.4,376.64,646.48,906.88,1184.1,1457.72,1212.5
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,372.0,1344.0,1994.0,2414.0,2030.0,1094.0,740.0,56.0,120.0,200.0,244.0,256.0,268.0,224.0,120.0,332.0,500.0,576.0,584.0,548.0,420.0,31.82,83.52,131.2,154.96,155.9,144.2,110.08,140.38,310.4,519.78,622.1,656.36,678.26,539.84
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,388.0,1536.0,1782.0,2432.0,2326.0,1160.0,740.0,56.0,124.0,204.0,236.0,264.0,252.0,192.0,124.0,356.0,508.0,580.0,628.0,524.0,408.0,32.48,88.2,132.28,152.76,165.64,141.28,102.64,143.84,328.08,545.78,612.32,705.38,665.0,472.52
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,472.0,1894.0,2898.0,3960.0,4374.0,2822.0,1564.0,80.0,168.0,312.0,388.0,600.0,524.0,452.0,168.0,508.0,748.0,1064.0,1280.0,1096.0,1048.0,41.76,115.0,191.32,250.2,327.36,286.52,230.2,194.64,423.74,771.62,981.8,1492.98,1332.54,1085.68
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,584.0,1754.0,2874.0,4070.0,5118.0,5058.0,4362.0,102.0,216.0,348.0,496.0,584.0,728.0,880.0,216.0,564.0,892.0,1176.0,1384.0,1684.0,1878.0,59.34,148.56,235.36,319.6,383.7,465.02,516.9,250.2,539.58,862.36,1210.42,1443.48,1834.6,2199.3
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,444.0,1480.0,2718.0,3614.0,3510.0,2234.0,1180.0,70.0,140.0,260.0,336.0,488.0,416.0,380.0,140.0,400.0,616.0,852.0,940.0,816.0,776.0,37.0,95.42,162.78,217.5,265.28,225.18,180.24,166.86,345.02,626.26,818.8,1165.68,1018.48,907.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,400.0,1270.0,1974.0,2630.0,3252.0,1622.0,1020.0,64.0,132.0,240.0,292.0,340.0,360.0,308.0,132.0,372.0,572.0,684.0,748.0,700.0,576.0,34.88,88.86,145.68,180.0,206.28,194.78,146.84,157.86,336.88,610.68,727.72,839.22,900.56,754.8
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,384.0,1154.0,1716.0,2358.0,1654.0,1116.0,898.0,50.0,104.0,160.0,200.0,212.0,216.0,196.0,104.0,264.0,400.0,452.0,452.0,444.0,340.0,30.7,73.8,110.24,131.56,134.8,132.16,107.04,126.44,271.84,418.42,503.48,547.64,552.5,481.72
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,576.0,1784.0,3068.0,5032.0,5242.0,5136.0,4488.0,104.0,216.0,368.0,520.0,696.0,744.0,948.0,216.0,584.0,924.0,1288.0,1494.0,1752.0,2058.0,58.18,148.06,245.42,344.98,427.64,473.64,538.14,247.76,527.92,882.42,1250.28,1670.18,1827.54,2290.86
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,408.0,1338.0,2004.0,2654.0,2106.0,1020.0,490.0,50.0,108.0,180.0,232.0,236.0,196.0,152.0,108.0,300.0,468.0,542.0,498.0,384.0,272.0,30.24,77.74,125.72,152.92,148.42,110.92,73.64,124.54,276.5,463.68,579.86,595.18,489.36,365.62
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,392.0,1458.0,2026.0,3362.0,3222.0,1548.0,960.0,68.0,140.0,264.0,332.0,496.0,352.0,300.0,140.0,416.0,628.0,876.0,940.0,704.0,696.0,35.18,94.92,158.14,208.98,254.34,184.52,148.44,165.28,349.62,652.9,831.68,1229.0,892.84,706.2
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,412.0,1358.0,2264.0,3638.0,3408.0,2052.0,1708.0,76.0,152.0,268.0,320.0,484.0,452.0,520.0,152.0,420.0,608.0,824.0,972.0,992.0,1084.0,39.76,101.16,163.04,213.36,269.84,257.88,258.08,180.62,375.06,646.2,779.66,1159.04,1114.86,1238.92
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,404.0,1362.0,2522.0,3676.0,2000.0,1364.0,704.0,60.0,120.0,212.0,276.0,392.0,316.0,336.0,120.0,332.0,508.0,692.0,720.0,672.0,468.0,32.42,82.8,138.14,184.1,205.18,173.26,129.42,144.1,297.5,514.44,669.78,940.82,779.62,783.14
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,440.0,1434.0,2512.0,3580.0,3188.0,1950.0,1096.0,66.0,132.0,236.0,292.0,436.0,336.0,360.0,132.0,368.0,548.0,748.0,808.0,712.0,720.0,35.8,90.62,150.62,197.6,242.0,193.8,171.76,158.42,327.3,572.08,719.04,1055.6,841.18,850.24
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_chloride_1_smi1_1_s_1,576.0,1724.0,2730.0,4048.0,5118.0,4866.0,4038.0,98.0,208.0,336.0,468.0,548.0,680.0,808.0,208.0,544.0,852.0,1110.0,1298.0,1562.0,1742.0,57.24,143.5,228.06,306.76,366.94,438.1,472.86,238.64,518.8,834.24,1142.46,1345.58,1697.58,1992.42
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,424.0,1352.0,1964.0,2720.0,3862.0,1976.0,1354.0,72.0,148.0,260.0,304.0,356.0,388.0,348.0,148.0,408.0,596.0,712.0,798.0,760.0,752.0,39.04,99.76,158.44,189.84,220.04,215.36,186.36,175.38,370.54,648.34,755.08,881.9,982.54,859.46
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,392.0,1204.0,1784.0,2364.0,2436.0,1252.0,1048.0,58.0,120.0,188.0,224.0,244.0,272.0,252.0,120.0,308.0,436.0,512.0,548.0,552.0,504.0,34.22,83.28,123.32,148.68,160.08,159.36,140.2,145.38,308.24,484.16,568.68,612.96,696.4,629.44
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,472.0,1466.0,2424.0,3952.0,4434.0,2672.0,2370.0,84.0,168.0,296.0,388.0,512.0,676.0,636.0,168.0,464.0,696.0,922.0,1204.0,1328.0,1184.0,45.36,112.6,181.56,245.12,314.88,356.84,324.72,201.36,416.2,716.54,933.2,1252.32,1643.96,1516.1
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,392.0,1316.0,2448.0,3168.0,1702.0,1016.0,470.0,54.0,108.0,188.0,252.0,352.0,248.0,184.0,108.0,296.0,460.0,624.0,612.0,452.0,292.0,29.58,75.54,126.56,165.06,175.38,125.98,78.24,131.98,271.06,458.32,623.18,868.12,617.02,435.38
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,416.0,1318.0,2044.0,2734.0,3446.0,1866.0,1306.0,68.0,140.0,240.0,304.0,364.0,388.0,352.0,140.0,380.0,576.0,720.0,806.0,770.0,666.0,38.02,95.86,152.9,193.5,224.06,219.18,181.82,164.52,348.5,591.52,743.86,885.6,948.52,865.72
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,444.0,1448.0,2434.0,3886.0,4788.0,2646.0,2058.0,86.0,172.0,312.0,412.0,568.0,716.0,644.0,172.0,484.0,744.0,1000.0,1320.0,1380.0,1184.0,44.44,113.18,187.62,257.26,340.56,366.6,306.58,204.82,423.78,749.96,987.78,1376.66,1732.26,1556.4
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,380.0,1572.0,2122.0,4456.0,2666.0,1440.0,828.0,72.0,148.0,276.0,372.0,668.0,372.0,468.0,148.0,452.0,676.0,1096.0,1192.0,864.0,684.0,35.84,97.48,155.56,246.76,315.76,196.56,175.32,175.68,378.36,703.34,939.92,1672.34,924.84,1054.8
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,460.0,1502.0,2504.0,3938.0,5286.0,2884.0,2458.0,92.0,184.0,336.0,424.0,580.0,752.0,716.0,184.0,520.0,780.0,1024.0,1368.0,1488.0,1412.0,47.2,120.28,198.36,264.52,353.76,393.28,355.6,218.9,454.14,808.68,1017.52,1406.24,1821.34,1748.38
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,492.0,1590.0,2670.0,3618.0,3134.0,1308.0,688.0,56.0,116.0,204.0,272.0,388.0,180.0,196.0,116.0,332.0,500.0,704.0,640.0,402.0,344.0,32.54,84.32,141.14,184.26,211.02,107.98,91.42,134.54,286.26,495.24,666.0,941.04,436.18,456.26
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,608.0,1902.0,3112.0,4494.0,6970.0,5712.0,5290.0,122.0,256.0,436.0,572.0,716.0,932.0,1160.0,256.0,692.0,1064.0,1388.0,1738.0,2172.0,2562.0,66.62,170.36,274.32,363.52,466.04,576.4,664.0,292.32,634.66,1071.02,1386.18,1735.76,2280.24,2852.86
