id,Z-0_MR_AA,Z-1_MR_AA,Z-2_MR_AA,Z-3_MR_AA,Z-4_MR_AA,Z-5_MR_AA,Z-6_MR_AA,I-0_MR_AA,I-1_MR_AA,I-2_MR_AA,I-3_MR_AA,I-4_MR_AA,I-5_MR_AA,I-6_MR_AA,T-0_MR_AA,T-1_MR_AA,T-2_MR_AA,T-3_MR_AA,T-4_MR_AA,T-5_MR_AA,T-6_MR_AA,S-0_MR_AA,S-1_MR_AA,S-2_MR_AA,S-3_MR_AA,S-4_MR_AA,S-5_MR_AA,S-6_MR_AA,chi-0_MR_AA,chi-1_MR_AA,chi-2_MR_AA,chi-3_MR_AA,chi-4_MR_AA,chi-5_MR_AA,chi-6_MR_AA
ir_tbp_1_dft-pet3_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,41.8,86.2,693.0,1090.8,77.0,0.0,1.0,4.0,7.0,14.0,15.0,1.0,0.0,1.0,6.3,11.7,38.7,57.3,4.0,0.0,1.0,7.167,13.629,47.976,65.609,4.548,0.0,1.0,3.454,5.761,13.176,14.863,1.0,0.0
ir_tbp_1_dft-pph3_1_dft-asme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,28.9,88.0,782.8,770.0,500.5,231.0,1.0,4.0,7.0,16.0,15.0,9.0,3.0,1.0,8.0,9.0,45.0,44.0,28.0,12.0,1.0,6.908,13.575,54.456,52.525,33.085,13.645,1.0,3.429,5.9,15.039,14.176,8.588,3.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,41.8,97.6,1193.5,693.0,0.0,0.0,1.0,4.0,8.0,18.0,9.0,0.0,0.0,1.0,6.0,14.0,63.0,36.0,0.0,0.0,1.0,7.167,15.711,74.02,40.935,0.0,0.0,1.0,3.454,6.54,17.588,9.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,40.3,64.2,946.5,154.0,0.0,0.0,1.0,5.0,5.0,14.0,2.0,0.0,0.0,1.0,12.9,6.7,63.8,10.0,0.0,0.0,1.0,8.621,9.658,58.649,9.097,0.0,0.0,1.0,3.931,4.314,13.502,2.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,43.0,55.0,115.5,1463.0,0.0,0.0,1.0,4.0,5.0,9.0,19.0,0.0,0.0,1.0,8.7,7.3,10.3,76.0,0.0,0.0,1.0,7.177,9.93,17.384,86.419,0.0,0.0,1.0,3.284,3.618,7.765,19.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,61.8,128.3,355.7,231.0,0.0,0.0,1.0,6.0,5.0,8.0,3.0,0.0,0.0,1.0,17.5,14.0,33.0,18.0,0.0,0.0,1.0,11.354,12.274,26.028,13.645,0.0,0.0,1.0,4.509,4.451,7.173,3.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,47.7,83.0,749.1,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,1.0,6.3,11.7,44.7,32.0,0.0,0.0,1.0,7.835,13.834,50.004,36.387,0.0,0.0,1.0,3.173,5.538,13.304,8.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1.0,39.4,71.5,564.7,1540.0,0.0,0.0,1.0,4.0,6.0,14.0,20.0,0.0,0.0,1.0,8.3,7.7,32.7,80.0,0.0,0.0,1.0,7.654,11.752,42.742,90.968,0.0,0.0,1.0,3.283,4.759,12.902,20.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,38.6,150.8,680.2,859.8,77.0,0.0,1.0,4.0,7.0,13.0,12.0,1.0,0.0,1.0,6.3,13.7,37.7,45.3,4.0,0.0,1.0,7.372,16.342,46.045,51.964,4.548,0.0,1.0,3.231,5.953,12.314,11.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,31.3,99.5,1390.8,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,1.0,6.0,12.0,76.0,0.0,0.0,0.0,1.0,6.42,15.657,83.214,0.0,0.0,0.0,1.0,3.6,6.679,18.853,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1.0,56.4,88.0,1398.8,231.0,0.0,0.0,1.0,6.0,7.0,19.0,3.0,0.0,0.0,1.0,14.0,12.0,109.5,18.0,0.0,0.0,1.0,11.361,13.575,83.802,13.645,0.0,0.0,1.0,4.598,5.9,18.863,3.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,65.0,216.3,368.5,385.0,0.0,0.0,1.0,6.0,7.0,9.0,5.0,0.0,0.0,1.0,16.0,23.0,35.5,30.0,0.0,0.0,1.0,11.149,18.809,27.96,22.742,0.0,0.0,1.0,4.732,6.175,8.036,5.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,59.2,75.2,407.5,693.0,500.5,231.0,1.0,6.0,6.0,12.0,14.0,9.0,3.0,1.0,14.5,12.5,40.5,60.0,42.0,18.0,1.0,11.494,11.643,33.85,47.976,33.085,13.645,1.0,4.594,5.037,10.679,13.176,8.588,3.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,49.5,68.3,231.0,936.8,77.0,0.0,1.0,4.0,6.0,8.0,13.0,1.0,0.0,1.0,6.7,13.3,14.7,49.3,4.0,0.0,1.0,7.78,11.957,20.686,56.512,4.548,0.0,1.0,3.312,4.536,7.176,12.863,1.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,66.9,57.3,231.0,936.8,77.0,0.0,1.0,6.0,5.0,8.0,13.0,1.0,0.0,1.0,15.0,14.0,22.0,74.0,6.0,0.0,1.0,12.108,9.971,20.686,56.512,4.548,0.0,1.0,4.452,3.812,7.176,12.863,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,34.1,99.5,1395.6,0.0,0.0,0.0,1.0,4.0,8.0,19.0,0.0,0.0,0.0,1.0,6.0,12.0,76.0,0.0,0.0,0.0,1.0,6.553,15.657,84.007,0.0,0.0,0.0,1.0,3.596,6.679,18.64,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-iacn_1_bromide_1_smi1_1_s_1,1.0,31.2,75.2,885.5,397.8,77.0,0.0,1.0,4.0,6.0,14.0,6.0,1.0,0.0,1.0,8.3,7.7,47.7,21.3,4.0,0.0,1.0,6.41,11.643,55.827,24.673,4.548,0.0,1.0,3.334,5.037,13.588,5.863,1.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,41.2,58.7,243.8,1167.8,77.0,0.0,1.0,4.0,5.0,9.0,16.0,1.0,0.0,1.0,8.7,7.3,15.7,61.3,4.0,0.0,1.0,7.231,9.821,22.617,70.157,4.548,0.0,1.0,3.145,3.897,8.039,15.863,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,44.3,64.2,872.7,166.8,77.0,0.0,1.0,5.0,5.0,13.0,3.0,1.0,0.0,1.0,12.9,7.1,58.3,11.7,5.0,0.0,1.0,9.712,9.658,53.895,11.028,4.548,0.0,1.0,3.788,4.314,12.725,2.863,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,65.1,73.8,946.5,154.0,0.0,0.0,1.0,6.0,6.0,14.0,2.0,0.0,0.0,1.0,14.5,14.0,76.5,12.0,0.0,0.0,1.0,12.162,11.794,58.649,9.097,0.0,0.0,1.0,4.313,4.953,13.502,2.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,57.3,224.6,859.8,154.0,0.0,0.0,1.0,5.0,8.0,12.0,2.0,0.0,0.0,1.0,9.2,22.5,56.2,10.0,0.0,0.0,1.0,9.971,21.096,51.964,9.097,0.0,0.0,1.0,3.812,6.73,11.863,2.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,35.3,58.7,243.8,1167.8,77.0,0.0,1.0,4.0,5.0,9.0,16.0,1.0,0.0,1.0,8.7,7.3,15.7,61.3,4.0,0.0,1.0,6.563,9.821,22.617,70.157,4.548,0.0,1.0,3.426,3.897,8.039,15.863,1.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,30.3,99.0,1398.8,231.0,0.0,0.0,1.0,4.0,8.0,19.0,3.0,0.0,0.0,1.0,6.0,12.0,73.0,12.0,0.0,0.0,1.0,6.233,15.561,83.802,13.645,0.0,0.0,1.0,3.744,6.624,18.863,3.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,43.6,82.5,628.8,1309.0,0.0,0.0,1.0,4.0,7.0,14.0,17.0,0.0,0.0,1.0,6.3,11.7,35.7,68.0,0.0,0.0,1.0,7.112,13.738,45.359,77.323,0.0,0.0,1.0,3.593,5.483,13.039,17.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,56.2,149.0,936.8,154.0,0.0,0.0,1.0,5.0,7.0,13.0,2.0,0.0,0.0,1.0,11.7,15.0,61.2,10.0,0.0,0.0,1.0,10.309,16.397,56.512,9.097,0.0,0.0,1.0,3.726,5.814,12.863,2.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,38.0,64.2,872.7,166.8,77.0,0.0,1.0,5.0,5.0,13.0,3.0,1.0,0.0,1.0,12.9,7.1,58.3,11.7,5.0,0.0,1.0,8.414,9.658,53.895,11.028,4.548,0.0,1.0,3.978,4.314,12.725,2.863,1.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,40.4,148.5,205.3,1309.0,500.5,231.0,1.0,4.0,7.0,11.0,22.0,9.0,3.0,1.0,6.3,12.7,16.0,72.0,28.0,12.0,1.0,7.317,16.301,23.863,84.363,33.085,13.645,1.0,3.37,5.759,9.627,21.176,8.588,3.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,71.5,229.2,378.1,385.0,0.0,0.0,1.0,6.0,8.0,10.0,5.0,0.0,0.0,1.0,13.0,26.0,41.5,30.0,0.0,0.0,1.0,11.752,20.74,30.096,22.742,0.0,0.0,1.0,4.759,7.037,8.675,5.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1.0,71.5,229.2,442.3,154.0,0.0,0.0,1.0,6.0,8.0,10.0,2.0,0.0,0.0,1.0,13.0,26.0,46.0,12.0,0.0,0.0,1.0,11.752,20.74,32.713,9.097,0.0,0.0,1.0,4.759,7.037,8.812,2.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,50.8,47.7,231.0,936.8,77.0,0.0,1.0,5.0,4.0,8.0,13.0,1.0,0.0,1.0,13.3,6.7,18.3,61.7,5.0,0.0,1.0,9.368,7.835,20.686,56.512,4.548,0.0,1.0,3.785,3.173,7.176,12.863,1.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,33.5,88.0,1206.3,924.0,0.0,0.0,1.0,4.0,7.0,19.0,12.0,0.0,0.0,1.0,8.0,8.0,64.0,48.0,0.0,0.0,1.0,6.618,13.575,75.952,54.581,0.0,0.0,1.0,3.287,5.9,18.451,12.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,35.9,97.6,1193.5,693.0,0.0,0.0,1.0,4.0,8.0,18.0,9.0,0.0,0.0,1.0,6.0,14.0,63.0,36.0,0.0,0.0,1.0,6.499,15.711,74.02,40.935,0.0,0.0,1.0,3.735,6.54,17.588,9.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,28.5,100.8,1408.5,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,1.0,6.0,10.0,77.0,12.0,0.0,0.0,1.0,6.287,15.506,85.939,13.645,0.0,0.0,1.0,3.605,6.763,19.502,3.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,41.8,86.6,331.8,693.0,500.5,231.0,1.0,4.0,7.0,11.0,14.0,9.0,3.0,1.0,6.3,12.7,22.7,40.0,28.0,12.0,1.0,7.167,13.725,29.152,47.976,33.085,13.645,1.0,3.454,5.816,9.763,13.176,8.588,3.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,61.0,70.1,551.8,1463.0,0.0,0.0,1.0,6.0,6.0,13.0,19.0,0.0,0.0,1.0,14.5,14.5,46.5,114.0,0.0,0.0,1.0,11.439,11.903,40.811,86.419,0.0,0.0,1.0,4.733,4.675,12.039,19.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,35.9,100.8,1540.0,0.0,0.0,0.0,1.0,4.0,8.0,20.0,0.0,0.0,0.0,1.0,6.0,10.0,80.0,0.0,0.0,0.0,1.0,6.499,15.506,90.968,0.0,0.0,0.0,1.0,3.735,6.763,20.0,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,42.2,60.5,744.3,770.0,0.0,0.0,1.0,5.0,5.0,13.0,10.0,0.0,0.0,1.0,12.9,7.1,50.0,50.0,0.0,0.0,1.0,8.567,9.766,48.662,45.484,0.0,0.0,1.0,4.07,4.036,12.451,10.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,40.8,64.2,754.0,847.0,0.0,0.0,1.0,5.0,5.0,14.0,11.0,0.0,0.0,1.0,12.9,6.7,52.5,55.0,0.0,0.0,1.0,8.547,9.658,50.798,50.032,0.0,0.0,1.0,3.974,4.314,13.091,11.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,1.0,43.3,132.0,179.7,1232.0,0.0,0.0,1.0,4.0,6.0,9.0,16.0,0.0,0.0,1.0,6.7,11.3,13.3,64.0,0.0,0.0,1.0,7.137,14.478,20.0,72.774,0.0,0.0,1.0,3.441,4.618,7.902,16.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,1.0,33.8,163.6,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,1.0,6.0,14.0,72.0,0.0,0.0,0.0,1.0,6.578,18.274,81.871,0.0,0.0,0.0,1.0,3.444,6.816,18.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,33.1,97.6,1386.0,0.0,0.0,0.0,1.0,4.0,8.0,18.0,0.0,0.0,0.0,1.0,6.0,14.0,72.0,0.0,0.0,0.0,1.0,6.366,15.711,81.871,0.0,0.0,0.0,1.0,3.739,6.54,18.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1.0,49.5,82.5,821.3,616.0,0.0,0.0,1.0,4.0,7.0,14.0,8.0,0.0,0.0,1.0,6.3,11.7,44.7,32.0,0.0,0.0,1.0,7.78,13.738,53.21,36.387,0.0,0.0,1.0,3.312,5.483,13.451,8.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,27.6,75.2,269.5,936.8,577.5,231.0,1.0,4.0,6.0,11.0,18.0,10.0,3.0,1.0,8.3,8.7,19.7,53.3,32.0,12.0,1.0,5.949,11.643,26.48,63.553,37.633,13.645,1.0,3.568,5.037,9.765,17.039,9.588,3.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-hicn_1_bromide_1_smi1_1_s_1,1.0,62.7,216.3,495.5,154.0,0.0,0.0,1.0,6.0,7.0,9.0,2.0,0.0,0.0,1.0,16.0,22.5,43.5,12.0,0.0,0.0,1.0,10.941,18.809,33.344,9.097,0.0,0.0,1.0,4.779,6.175,8.226,2.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_bromide_1_smi1_1_s_1,1.0,46.7,51.3,431.3,308.0,0.0,0.0,1.0,5.0,4.0,9.0,4.0,0.0,0.0,1.0,13.3,6.3,32.1,20.0,0.0,0.0,1.0,9.215,7.726,30.727,18.194,0.0,0.0,1.0,3.693,3.451,8.089,4.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_chloride_1_smi1_1_s_1,1.0,24.8,73.8,872.7,166.8,77.0,0.0,1.0,4.0,6.0,13.0,3.0,1.0,0.0,1.0,8.3,9.7,46.7,9.3,4.0,0.0,1.0,5.816,11.794,53.895,11.028,4.548,0.0,1.0,3.573,4.953,12.725,2.863,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,47.7,83.0,749.1,770.0,0.0,0.0,1.0,4.0,7.0,14.0,10.0,0.0,0.0,1.0,6.3,11.7,44.0,40.0,0.0,0.0,1.0,7.835,13.834,50.004,45.484,0.0,0.0,1.0,3.173,5.538,13.304,10.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,41.8,75.2,513.3,333.7,154.0,0.0,1.0,4.0,6.0,10.0,6.0,2.0,0.0,1.0,6.7,9.3,29.3,18.7,8.0,0.0,1.0,7.167,11.643,35.016,22.057,9.097,0.0,1.0,3.454,5.037,9.451,5.725,2.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,37.5,75.2,831.0,847.0,0.0,0.0,1.0,4.0,6.0,15.0,11.0,0.0,0.0,1.0,8.3,7.3,46.0,44.0,0.0,0.0,1.0,7.709,11.643,55.346,50.032,0.0,0.0,1.0,3.144,5.037,14.091,11.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1.0,60.5,150.3,370.3,474.8,77.0,0.0,1.0,5.0,7.0,9.0,7.0,1.0,0.0,1.0,9.6,19.2,28.8,31.7,5.0,0.0,1.0,9.766,16.246,27.905,29.222,4.548,0.0,1.0,4.036,5.898,8.175,6.863,1.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_iodide_1_smi1_1_s_1,1.0,32.3,57.3,231.0,936.8,77.0,0.0,1.0,4.0,5.0,8.0,13.0,1.0,0.0,1.0,8.7,9.3,14.7,49.3,4.0,0.0,1.0,6.195,9.971,20.686,56.512,4.548,0.0,1.0,3.557,3.812,7.176,12.863,1.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-iacn_1_chloride_1_smi1_1_s_1,1.0,65.0,229.2,872.7,308.0,0.0,0.0,1.0,6.0,8.0,13.0,4.0,0.0,0.0,1.0,15.5,23.5,69.5,24.0,0.0,0.0,1.0,11.149,20.74,53.895,18.194,0.0,0.0,1.0,4.732,7.037,12.725,4.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,1.0,40.0,88.0,277.3,924.0,500.5,231.0,1.0,4.0,7.0,12.0,17.0,9.0,3.0,1.0,6.3,10.7,23.7,52.0,28.0,12.0,1.0,7.221,13.575,28.671,61.621,33.085,13.645,1.0,3.315,5.9,10.265,16.176,8.588,3.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1.0,41.8,84.3,826.1,616.0,0.0,0.0,1.0,4.0,7.0,15.0,8.0,0.0,0.0,1.0,6.3,9.7,48.7,32.0,0.0,0.0,1.0,7.167,13.684,54.553,36.387,0.0,0.0,1.0,3.454,5.622,14.304,8.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1.0,38.6,150.8,254.8,693.0,500.5,231.0,1.0,4.0,7.0,10.0,14.0,9.0,3.0,1.0,6.3,14.7,18.7,40.0,28.0,12.0,1.0,7.372,16.342,24.603,47.976,33.085,13.645,1.0,3.231,5.953,8.763,13.176,8.588,3.0
ir_tbp_1_dft-pph3_1_dft-pph3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1.0,53.4,88.0,231.0,1078.0,1001.0,462.0,1.0,6.0,7.0,13.0,24.0,18.0,6.0,1.0,14.0,15.0,30.0,96.0,84.0,36.0,1.0,10.826,13.575,27.726,77.759,66.17,27.29,1.0,4.875,5.9,11.353,22.353,17.176,6.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1.0,49.0,60.5,128.3,1309.0,500.5,231.0,1.0,5.0,5.0,10.0,22.0,9.0,3.0,1.0,12.9,8.3,15.0,90.0,35.0,15.0,1.0,9.791,9.766,19.315,84.363,33.085,13.645,1.0,3.922,4.036,8.627,21.176,8.588,3.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,40.0,73.8,364.1,331.8,77.0,0.0,1.0,4.0,6.0,9.0,6.0,1.0,0.0,1.0,6.7,11.3,25.3,19.3,4.0,0.0,1.0,7.221,11.794,27.262,22.111,4.548,0.0,1.0,3.315,4.953,8.304,5.586,1.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-itcn_1_smi1_1_s_1,1.0,34.1,99.5,774.8,539.0,500.5,231.0,1.0,4.0,8.0,16.0,12.0,9.0,3.0,1.0,6.0,13.0,48.0,32.0,28.0,12.0,1.0,6.553,15.657,53.867,38.879,33.085,13.645,1.0,3.596,6.679,15.029,11.176,8.588,3.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,1.0,60.5,150.8,510.1,308.0,0.0,0.0,1.0,5.0,7.0,10.0,4.0,0.0,0.0,1.0,9.6,18.8,37.1,20.0,0.0,0.0,1.0,9.766,16.342,35.221,18.194,0.0,0.0,1.0,4.036,5.953,9.228,4.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1.0,61.0,70.1,551.8,1309.0,0.0,0.0,1.0,6.0,6.0,13.0,17.0,0.0,0.0,1.0,14.5,14.5,47.5,102.0,0.0,0.0,1.0,11.439,11.903,40.811,77.323,0.0,0.0,1.0,4.733,4.675,12.039,17.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,1.0,40.4,148.5,205.3,1155.0,500.5,231.0,1.0,4.0,7.0,11.0,20.0,9.0,3.0,1.0,6.3,12.7,16.7,64.0,28.0,12.0,1.0,7.317,16.301,23.863,75.266,33.085,13.645,1.0,3.37,5.759,9.627,19.176,8.588,3.0
ir_tbp_1_dft-pyz_1_dft-oxaz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1.0,60.5,152.2,521.1,462.0,0.0,0.0,1.0,5.0,7.0,11.0,6.0,0.0,0.0,1.0,9.6,16.2,39.2,30.0,0.0,0.0,1.0,9.766,16.192,37.207,27.29,0.0,0.0,1.0,4.036,6.037,9.951,6.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,47.7,71.5,246.8,1155.0,0.0,0.0,1.0,4.0,6.0,10.0,15.0,0.0,0.0,1.0,6.7,9.3,19.7,60.0,0.0,0.0,1.0,7.835,11.752,24.015,68.226,0.0,0.0,1.0,3.173,4.759,8.753,15.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,37.2,100.8,1403.6,231.0,0.0,0.0,1.0,4.0,8.0,20.0,3.0,0.0,0.0,1.0,6.0,10.0,77.0,12.0,0.0,0.0,1.0,7.088,15.506,85.145,13.645,0.0,0.0,1.0,3.319,6.763,19.715,3.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-icn_1_smi1_1_s_1,1.0,40.0,73.8,369.0,331.8,77.0,0.0,1.0,4.0,6.0,9.0,6.0,1.0,0.0,1.0,6.7,11.3,25.3,19.3,4.0,0.0,1.0,7.221,11.794,28.056,22.111,4.548,0.0,1.0,3.315,4.953,8.091,5.586,1.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1.0,41.8,88.0,1024.8,154.0,0.0,0.0,1.0,4.0,7.0,15.0,2.0,0.0,0.0,1.0,6.3,9.7,54.7,8.0,0.0,0.0,1.0,7.167,13.575,63.046,9.097,0.0,0.0,1.0,3.454,5.9,14.586,2.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1.0,34.1,88.0,890.3,397.8,77.0,0.0,1.0,4.0,7.0,15.0,6.0,1.0,0.0,1.0,6.3,9.7,51.7,21.3,4.0,0.0,1.0,6.553,13.575,57.17,24.673,4.548,0.0,1.0,3.596,5.9,14.441,5.863,1.0,0.0
ir_tbp_1_dft-phos_1_dft-phos_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1.0,31.7,62.3,436.3,333.7,154.0,0.0,1.0,4.0,5.0,9.0,6.0,2.0,0.0,1.0,8.7,7.3,25.3,18.7,8.0,0.0,1.0,7.041,9.712,30.468,22.057,9.097,0.0,1.0,3.425,4.175,8.451,5.725,2.0,0.0
ir_tbp_1_dft-pyz_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,1.0,41.8,84.8,872.7,165.0,0.0,0.0,1.0,4.0,7.0,13.0,3.0,0.0,0.0,1.0,6.3,13.7,46.7,10.0,0.0,0.0,1.0,7.167,13.78,53.895,11.083,0.0,0.0,1.0,3.454,5.677,12.725,2.724,0.0,0.0
