id,Z-0_FR_AB,Z-1_FR_AB,Z-2_FR_AB,Z-3_FR_AB,Z-4_FR_AB,Z-5_FR_AB,Z-6_FR_AB,I-0_FR_AB,I-1_FR_AB,I-2_FR_AB,I-3_FR_AB,I-4_FR_AB,I-5_FR_AB,I-6_FR_AB,T-0_FR_AB,T-1_FR_AB,T-2_FR_AB,T-3_FR_AB,T-4_FR_AB,T-5_FR_AB,T-6_FR_AB,S-0_FR_AB,S-1_FR_AB,S-2_FR_AB,S-3_FR_AB,S-4_FR_AB,S-5_FR_AB,S-6_FR_AB,chi-0_FR_AB,chi-1_FR_AB,chi-2_FR_AB,chi-3_FR_AB,chi-4_FR_AB,chi-5_FR_AB,chi-6_FR_AB
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1933.1,2799.1,3505.1,3786.8,1962.1,1165.8,741.6,165.1,288.2,353.0,394.6,403.5,311.5,274.4,467.5,730.3,883.1,943.9,867.7,639.9,464.7,115.441,190.362,231.069,249.202,232.578,163.729,120.713,434.789,775.834,922.64,1042.352,1080.516,763.654,650.995
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2402.0,4283.5,5717.5,6544.4,4327.6,2352.1,1160.8,228.6,440.2,541.5,861.2,797.8,691.4,828.6,683.0,1057.7,1515.8,1876.3,1679.2,1577.7,1027.9,153.31,271.606,356.433,477.256,437.643,348.735,284.771,573.764,1096.132,1369.063,2150.104,2028.223,1657.959,1846.184
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,2231.8,3695.2,5693.2,7098.2,7417.0,6203.6,4851.4,284.1,448.9,714.9,825.8,978.3,1213.1,1240.7,733.1,1163.9,1728.3,1902.4,2288.4,2631.3,2410.0,192.576,305.826,463.993,529.629,634.647,724.638,667.74,707.199,1113.69,1750.872,2023.239,2462.979,3048.505,3047.361
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1908.9,3632.8,5085.4,5177.0,3309.4,1756.6,546.1,192.9,353.9,464.8,689.2,591.6,537.8,546.1,546.9,832.2,1206.5,1330.4,1154.6,1136.2,546.1,128.977,219.732,304.69,376.62,323.804,261.57,169.296,474.813,851.74,1136.787,1642.799,1448.636,1292.232,1201.455
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,1649.3,2610.3,3758.5,5037.1,2421.2,1554.8,904.3,180.8,326.2,422.5,495.4,521.1,444.3,354.8,507.1,775.2,1017.3,1081.1,1006.6,848.8,583.2,119.967,196.464,262.997,300.145,285.628,217.147,148.61,460.13,830.157,1059.556,1213.323,1304.258,1100.577,842.704
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1471.9,2220.0,3300.9,2687.8,1584.8,1363.1,615.2,138.3,210.8,293.5,303.6,298.0,283.4,167.0,349.1,530.6,680.2,631.6,620.4,513.9,235.9,96.502,145.133,193.73,190.595,185.581,160.677,78.651,360.866,551.433,743.519,773.446,769.468,703.125,394.382
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,2276.8,3968.9,7113.5,7132.7,7500.1,6531.9,4545.7,288.5,480.5,731.3,975.9,1000.5,1316.9,1433.3,769.0,1211.9,1847.1,2050.2,2394.6,2896.6,2641.7,194.157,321.312,490.253,591.054,647.678,763.641,693.292,703.496,1152.115,1764.399,2331.739,2460.558,3192.407,3374.313
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,1687.4,2834.9,3887.8,3417.3,1733.9,795.3,320.8,144.2,242.5,352.5,357.7,298.7,232.3,140.7,394.3,646.2,841.2,752.0,588.9,428.0,209.3,101.866,171.747,234.875,223.239,174.075,116.085,57.86,368.684,624.774,887.38,893.844,751.317,563.366,325.784
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1875.6,2918.4,4832.4,4873.0,2376.0,1445.4,546.1,192.5,366.4,468.1,712.9,538.7,448.2,546.1,566.2,870.1,1259.6,1379.7,1070.1,1046.5,546.1,128.114,220.293,299.79,370.889,282.149,222.693,169.283,479.385,905.198,1177.719,1768.882,1366.619,1055.747,1201.366
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1760.6,2945.4,5119.6,4969.8,2914.2,2502.3,1076.8,208.1,362.9,437.9,668.8,627.4,727.4,775.6,571.0,813.9,1147.1,1345.9,1378.6,1566.5,938.9,136.053,218.472,295.948,375.344,361.618,370.13,265.73,512.585,874.174,1071.248,1598.023,1549.893,1742.523,1727.315
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1739.3,3262.4,5191.1,2961.1,2016.2,1097.8,157.5,162.6,283.0,376.7,544.6,422.3,492.7,157.5,445.7,672.7,968.3,981.8,938.6,714.2,157.5,109.858,182.867,255.192,284.163,242.143,195.065,48.811,402.24,686.355,919.211,1302.16,1048.388,1153.918,346.4
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1839.2,3325.3,5037.5,4684.6,2885.4,1626.2,487.6,180.8,318.5,402.3,607.9,476.8,509.1,487.6,499.2,733.9,1050.7,1134.3,1005.2,1054.9,487.6,121.528,201.666,275.747,340.862,278.02,248.997,151.157,447.492,770.601,993.703,1470.576,1195.846,1208.836,1072.725
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_chloride_1_smi1_1_s_1,2208.0,3552.9,5773.7,7167.2,7274.1,5926.2,4359.1,277.1,437.6,683.0,782.0,925.7,1134.5,1183.9,714.7,1120.6,1651.7,1803.0,2154.7,2487.6,2313.9,188.312,298.935,450.986,512.314,607.838,678.873,621.945,689.814,1088.21,1675.18,1905.442,2310.382,2815.203,2850.811
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1753.9,2580.9,3818.4,5884.9,2883.2,1975.1,1669.2,201.8,351.1,437.5,513.5,554.6,486.3,533.1,552.9,802.1,1050.4,1142.4,1070.7,1066.4,1103.8,133.939,212.33,276.674,316.829,309.259,266.004,259.797,504.09,875.532,1088.829,1261.948,1410.417,1212.345,1256.083
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1540.6,2310.9,3270.9,3782.7,1754.6,1559.3,990.5,159.6,247.0,326.8,342.5,371.7,356.3,321.9,406.6,573.8,759.1,757.5,762.7,723.7,575.6,109.167,161.952,217.666,223.811,221.136,203.857,153.248,408.834,635.89,835.07,851.805,956.106,898.979,765.83
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1887.5,3140.8,5395.4,6366.8,3694.8,3338.2,2450.4,227.8,398.1,534.3,693.5,919.0,872.0,742.2,625.9,932.4,1272.7,1634.0,1810.4,1656.4,1203.9,149.864,241.941,338.148,428.734,488.684,452.438,346.452,562.739,961.681,1287.493,1693.734,2239.012,2086.19,1734.214
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1687.5,3283.0,4490.8,2581.6,1550.9,747.5,129.8,147.7,252.0,349.0,496.1,348.4,270.4,129.8,399.7,614.2,886.7,859.4,644.6,452.5,129.8,101.082,169.436,232.956,247.866,181.247,119.138,40.242,370.098,612.562,866.296,1221.094,870.691,645.807,285.592
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1697.8,2647.4,3836.5,5266.0,2678.9,1951.2,1087.9,189.2,321.7,436.5,521.4,550.5,492.5,408.6,510.9,771.7,1057.3,1146.1,1079.3,950.9,711.9,127.477,203.418,280.144,319.881,312.475,262.667,182.421,469.926,794.116,1071.386,1259.601,1342.269,1227.262,951.013
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,1884.1,3178.1,5408.7,6931.1,3736.6,2983.7,1639.7,236.0,423.7,568.5,776.1,999.7,897.3,735.3,659.8,1005.4,1385.1,1825.5,1920.8,1689.1,1225.7,152.729,252.577,356.237,471.379,514.007,435.704,303.906,580.336,1017.875,1364.76,1879.021,2418.689,2180.703,1680.889
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1996.4,3247.6,6343.4,3939.1,2151.2,1207.4,313.3,202.1,393.7,507.3,944.6,591.4,685.2,313.3,610.0,963.6,1524.6,1755.8,1311.4,998.5,313.3,130.553,224.046,342.248,458.383,302.074,256.285,97.129,513.251,1008.484,1284.63,2379.794,1456.244,1544.051,689.304
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1959.4,3275.0,5463.8,7639.8,4059.2,3539.5,2420.0,253.0,457.7,583.5,791.7,1046.8,992.7,953.2,710.8,1054.4,1415.7,1888.2,2063.4,2002.1,1763.6,162.712,267.497,365.596,489.021,549.687,502.792,418.703,623.138,1100.881,1402.374,1917.199,2535.054,2438.467,2199.731
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,1989.4,3706.5,5234.5,4617.0,2142.9,1038.8,372.3,155.7,276.9,381.8,552.6,281.8,281.0,198.0,439.7,680.3,1008.0,933.8,604.6,520.7,276.5,110.507,192.321,264.684,303.456,168.339,135.237,76.034,383.096,672.123,939.059,1340.93,682.0,657.506,447.9
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,2471.1,4058.9,6385.0,9879.8,8449.7,7600.8,6807.3,345.9,580.6,823.7,1019.4,1283.9,1610.3,1825.5,926.5,1417.8,2037.3,2426.7,2995.5,3627.3,3922.7,226.907,364.547,528.148,653.376,801.599,941.292,974.321,855.929,1428.235,2005.493,2455.035,3137.09,3976.122,4405.398
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1923.1,3591.9,5097.0,5161.7,3301.0,2186.2,1010.5,203.8,358.1,434.0,657.6,606.2,655.2,709.2,561.8,805.2,1132.2,1313.6,1286.9,1422.1,872.6,133.628,218.962,289.933,361.677,334.539,327.268,245.165,506.394,867.778,1074.092,1604.224,1510.438,1566.711,1581.359
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,1721.3,3242.9,4740.6,2952.6,1975.0,1030.1,374.5,155.7,259.3,362.7,524.6,391.9,363.2,200.2,415.0,622.0,932.2,938.1,774.5,604.3,229.2,107.471,175.131,249.443,276.169,223.918,164.696,73.679,384.168,624.725,893.125,1258.815,980.144,859.259,464.807
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,2226.2,3928.4,6896.0,6978.4,7320.6,6265.4,4450.0,288.9,483.1,745.3,998.7,1053.8,1299.1,1426.4,771.9,1228.3,1883.8,2126.3,2430.1,2881.5,2595.1,191.838,312.732,493.124,594.729,652.26,746.555,683.182,711.437,1182.126,1799.794,2384.517,2603.551,3174.692,3371.414
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,1682.8,3057.6,4574.5,2622.7,1510.5,832.1,144.4,147.2,251.5,337.5,478.1,297.4,331.0,144.4,398.7,602.1,857.2,790.5,647.7,533.6,144.4,100.815,166.457,226.234,236.367,170.122,140.776,44.759,367.985,615.463,842.305,1194.548,749.82,779.089,317.643
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,2014.9,4291.4,6663.4,5075.0,1603.0,576.2,0.0,164.4,300.7,399.1,691.9,416.2,576.2,0.0,465.2,699.8,1091.0,1108.1,992.4,576.2,0.0,113.635,201.682,288.454,367.253,223.273,178.623,0.0,392.657,687.218,953.972,1614.32,1020.625,1267.65,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,1694.1,2925.0,4771.9,4683.7,2624.0,1940.3,546.1,191.8,354.1,464.1,686.1,583.5,531.6,546.1,546.0,831.7,1202.7,1319.3,1139.1,1129.9,546.1,126.551,213.916,300.403,367.248,321.064,272.303,169.284,473.79,854.535,1141.065,1645.51,1460.192,1305.191,1201.369
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1634.2,2506.4,3646.4,5115.7,2215.6,1908.5,1013.1,184.4,312.2,417.5,504.0,547.6,480.3,388.2,496.6,743.2,1018.9,1123.0,1064.8,918.5,664.2,122.33,192.304,265.153,308.419,298.361,256.553,171.413,469.514,791.93,1052.566,1236.56,1367.892,1206.28,903.607
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,2199.4,3647.7,5907.6,6816.0,7070.1,5947.1,4497.9,280.7,457.1,702.4,811.5,976.6,1217.2,1257.9,737.7,1172.5,1700.7,1876.8,2295.3,2658.9,2419.2,188.713,304.51,455.652,518.934,627.096,712.41,647.181,699.276,1136.851,1715.099,1971.998,2438.072,3023.693,3047.976
ir_tbp_1_dft-sime_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1817.5,2833.7,4057.2,7227.3,3037.1,2876.4,2287.2,225.2,411.1,523.1,680.0,769.5,683.5,578.1,636.2,961.2,1308.0,1549.3,1492.9,1313.9,1337.7,145.75,237.8,321.599,411.38,408.172,362.731,307.716,572.743,1036.928,1315.971,1673.497,1928.135,1773.9,1438.964
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,1641.7,2431.6,3732.9,5244.0,2651.1,1649.1,1066.6,185.6,318.5,424.8,499.4,508.4,424.9,404.2,504.1,756.8,1024.3,1081.9,963.6,876.9,707.8,122.806,195.549,267.998,305.241,286.795,225.913,180.043,469.309,805.048,1063.174,1224.059,1279.288,1047.484,939.335
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,1682.8,3013.3,5928.9,3300.9,2032.2,1191.1,313.3,181.9,336.3,416.8,710.3,464.7,669.0,313.3,518.2,753.1,1127.2,1175.0,1133.7,982.3,313.3,120.269,204.957,285.824,343.646,259.466,251.253,97.115,437.748,781.904,1015.533,1714.143,1147.321,1508.384,689.205
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1974.1,2857.1,4098.8,4051.5,2104.2,1362.7,838.2,175.8,332.2,391.1,464.8,440.5,372.4,340.8,522.2,812.2,998.3,1077.7,962.4,780.4,529.2,120.521,205.739,251.623,280.964,249.319,188.856,139.244,461.062,893.223,1017.167,1234.966,1178.621,920.93,810.321
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1936.6,3533.1,6788.6,6176.7,4027.8,2912.7,1162.6,242.7,445.8,586.8,897.4,1048.5,1180.9,901.6,688.4,1032.6,1484.2,1945.9,2229.5,2082.5,1058.2,156.478,265.513,379.527,509.791,551.542,508.849,301.408,582.09,1031.869,1374.933,2103.814,2495.037,2730.282,2001.685
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,1687.5,2870.8,4838.1,4272.6,2620.2,2061.4,660.8,184.6,323.6,417.6,636.7,547.1,545.8,482.4,508.1,754.3,1094.8,1233.6,1117.2,1085.2,482.4,123.44,201.195,281.887,349.118,311.563,281.661,158.466,460.706,786.876,1036.492,1556.75,1399.21,1353.734,1092.91
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1922.9,3215.7,5619.6,7078.8,3960.0,3361.8,2093.0,240.8,428.3,573.4,790.7,1029.0,969.5,827.4,669.1,1014.8,1404.6,1869.4,2022.3,1858.2,1317.9,155.97,255.667,361.296,482.261,535.235,481.37,350.527,597.331,1035.197,1383.116,1934.953,2518.83,2373.223,1947.556
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1694.1,2774.3,3773.3,3026.0,1839.8,1168.8,521.7,158.8,255.8,388.3,424.0,394.7,334.0,197.0,422.1,682.3,951.0,917.9,795.4,600.7,304.1,110.314,177.809,255.065,254.094,223.113,169.921,86.867,402.446,652.966,977.581,1051.954,975.295,808.333,462.043
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,2075.1,3098.4,3861.5,5161.0,3018.5,1513.8,871.0,185.4,329.2,428.1,519.4,578.8,405.7,282.2,528.8,833.1,1086.1,1270.6,1179.7,743.1,529.7,130.707,220.563,285.518,331.078,329.955,206.093,135.649,473.339,848.146,1097.637,1327.824,1498.301,1012.688,666.727
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1601.3,2442.0,3619.9,3728.6,2090.4,1590.9,1006.5,166.0,258.2,339.5,357.4,377.0,402.5,371.7,424.2,610.9,785.4,773.8,815.6,832.1,630.5,114.155,173.082,227.679,231.325,232.672,220.578,166.175,414.138,640.985,828.042,866.397,939.097,984.895,871.744
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1981.5,3336.5,5768.9,7694.2,4294.7,3877.4,2815.6,252.6,463.3,625.1,854.9,1095.6,1020.7,952.0,716.0,1101.9,1532.4,2000.3,2140.2,2033.6,1550.3,163.037,272.315,385.679,513.869,570.961,524.617,421.628,623.478,1117.78,1503.963,2071.723,2658.658,2465.564,2186.172
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1592.6,2885.7,6084.1,2588.5,2223.5,1062.1,0.0,174.9,314.0,424.5,743.8,552.4,675.6,0.0,488.9,738.5,1168.3,1296.2,1227.9,675.6,0.0,114.051,188.639,293.296,359.834,301.696,228.757,0.0,431.45,752.283,1029.061,1783.913,1368.46,1554.747,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,1717.8,3137.4,4757.0,3199.9,1770.0,932.6,375.0,151.3,254.5,348.5,495.6,322.2,346.1,200.3,405.8,603.0,889.0,839.4,685.4,585.2,229.5,104.968,172.423,242.878,267.592,189.362,154.373,73.75,375.068,616.845,862.811,1202.129,801.309,811.27,465.202
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,2029.1,2999.8,3733.7,5324.3,2723.5,1441.9,810.9,188.4,351.7,449.9,548.5,629.1,406.3,290.4,554.3,891.1,1144.9,1347.2,1245.5,739.7,520.4,128.766,220.774,283.179,335.492,335.663,200.445,130.454,490.579,926.688,1171.234,1407.043,1651.609,1008.23,688.599
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1900.1,3576.5,5129.0,4248.9,2722.8,1613.1,796.4,178.6,303.1,397.9,559.7,448.1,476.2,448.0,481.7,700.9,1004.6,1032.1,944.0,965.4,603.3,123.855,203.135,277.803,319.545,260.807,235.176,167.849,429.847,708.997,945.569,1303.193,1077.809,1123.353,1011.248
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,1593.3,2511.4,3720.4,3983.5,2582.7,1071.4,559.5,138.2,214.5,312.4,306.3,263.4,212.7,169.5,352.6,526.9,711.6,615.6,505.9,418.2,303.0,100.27,156.258,217.353,206.197,175.377,122.068,83.555,345.761,537.307,772.717,744.422,667.101,539.984,406.721
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,1855.6,3101.2,5403.9,6237.8,3448.5,2798.5,1775.5,229.3,398.8,535.0,695.6,923.3,883.0,754.3,628.1,933.8,1275.4,1640.4,1825.7,1680.2,1216.8,149.168,241.042,337.628,425.821,481.626,429.491,316.388,563.304,958.006,1280.466,1677.56,2222.24,2097.319,1743.948
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,1719.9,2679.2,3726.6,5723.5,2739.7,1929.4,1488.6,197.9,343.2,422.2,503.0,573.5,551.3,497.2,541.0,792.0,1019.2,1141.0,1166.2,1102.4,987.2,130.196,206.257,266.125,315.589,323.969,277.477,233.227,501.374,864.977,1052.511,1225.878,1422.173,1346.424,1180.285
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1823.3,3688.6,6386.3,3314.2,2119.0,687.0,0.0,174.9,311.3,419.9,742.5,550.8,687.0,0.0,486.3,731.3,1162.4,1293.3,1237.8,687.0,0.0,117.876,202.511,296.832,373.157,296.74,212.956,0.0,417.492,709.84,996.562,1716.589,1344.752,1511.299,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,1918.8,3519.5,6570.3,6083.6,3940.9,2780.0,1092.7,236.9,440.8,581.6,881.6,1011.5,1071.8,831.7,677.7,1022.3,1463.1,1893.1,2083.4,1903.5,988.3,153.464,262.74,374.622,499.002,530.549,469.417,279.752,569.527,1021.082,1366.987,2076.653,2431.737,2503.167,1847.989
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,2559.2,4359.0,7597.9,10213.8,9273.0,8014.2,6997.0,357.2,616.5,899.7,1132.6,1500.6,1758.5,2035.5,973.7,1516.3,2173.2,2707.0,3336.5,3940.6,4189.4,233.535,385.847,567.492,712.205,881.57,991.867,1037.189,872.444,1483.61,2160.7,2758.156,3689.465,4291.591,4840.902
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,1420.9,2180.3,3174.4,2523.1,1334.1,895.3,323.7,133.6,223.3,303.5,296.7,267.3,217.1,126.9,356.9,553.0,688.8,594.1,522.7,393.8,195.3,92.212,146.191,193.885,179.123,158.881,114.385,52.925,347.39,584.197,771.862,751.504,710.411,559.133,302.897
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,2201.4,3664.4,5492.5,6969.8,7234.6,5904.8,4448.8,280.4,446.4,712.0,812.3,950.4,1166.9,1169.3,726.8,1158.4,1712.9,1861.0,2214.3,2511.4,2277.5,190.1,303.843,460.211,519.73,616.25,694.533,625.041,694.571,1101.296,1737.881,1975.98,2368.308,2912.775,2846.85
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1975.2,3406.2,6175.4,3309.7,1621.5,470.2,0.0,178.5,352.1,482.3,900.9,472.0,470.2,0.0,544.8,896.9,1454.6,1582.0,942.3,470.2,0.0,120.543,218.442,330.804,432.926,230.45,145.768,0.0,446.979,875.915,1216.378,2251.314,1158.135,1034.481,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2073.7,3038.7,4016.0,5693.4,2961.0,1653.8,1013.0,198.5,360.1,466.8,593.0,691.9,468.8,388.2,572.8,903.2,1209.5,1466.2,1381.5,909.4,664.1,135.099,226.545,298.854,363.738,370.701,236.785,171.393,514.675,946.117,1212.375,1509.965,1801.917,1147.057,903.465
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,2285.5,4083.8,5520.5,5264.6,3232.8,1663.1,487.6,199.5,371.0,474.7,781.5,630.1,546.0,487.6,584.7,921.4,1357.3,1630.3,1306.5,1091.8,487.6,136.878,240.889,323.67,429.542,343.224,260.447,151.162,503.709,928.499,1208.842,1969.873,1599.659,1290.063,1072.766
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,2355.0,4229.1,7112.2,7533.2,7813.6,6955.3,5219.0,310.5,518.2,761.2,1028.7,1137.8,1490.1,1738.6,828.7,1279.4,1928.8,2240.3,2705.3,3383.4,3165.1,205.545,337.644,502.96,611.272,708.444,850.955,822.318,759.894,1244.675,1839.844,2471.507,2792.865,3619.581,4079.791
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,2232.9,4001.1,5504.4,4403.8,2515.9,1436.0,531.9,187.9,359.6,443.4,699.9,488.6,493.0,385.1,561.7,878.5,1248.9,1384.5,1078.9,935.8,445.3,129.513,231.153,299.763,374.317,272.217,224.304,129.634,475.671,910.021,1125.742,1780.454,1242.191,1175.863,863.946
ir_tbp_1_dft-py_1_dft-py_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,1920.7,3377.1,4160.9,3476.8,1874.6,1172.6,456.7,168.1,297.7,474.0,523.9,451.2,321.7,166.6,480.9,857.7,1206.0,1146.2,866.6,552.6,234.9,118.543,209.271,305.26,308.486,247.848,163.602,71.954,426.944,762.545,1196.998,1313.746,1134.082,792.852,399.651
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1733.0,2953.3,5214.5,4823.9,2805.2,2150.5,668.4,203.5,364.2,474.8,718.2,648.3,687.2,668.4,567.7,852.5,1245.4,1416.2,1359.3,1419.6,668.4,132.664,219.609,310.589,387.493,358.191,332.661,207.192,500.904,876.582,1157.857,1706.214,1589.532,1627.579,1470.398
ir_tbp_1_dft-pet3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,1772.9,2915.2,5225.0,5723.6,3305.0,1948.4,1101.1,207.9,366.1,522.1,654.8,779.7,662.0,468.5,574.0,888.2,1224.6,1458.9,1458.9,1168.6,759.9,136.706,226.653,326.365,396.777,403.673,306.337,198.062,509.617,877.572,1248.574,1596.05,1885.438,1558.806,1076.137
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1911.6,3370.3,4698.6,3313.5,1742.3,935.4,372.5,156.2,277.3,382.6,554.1,284.1,281.5,198.2,440.7,681.7,1010.3,937.6,607.7,521.6,276.7,109.991,189.116,259.738,290.852,165.053,134.403,76.086,385.549,677.983,948.727,1362.751,692.812,660.24,448.264
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,1647.4,2773.2,4768.0,3353.9,2296.8,2122.6,794.1,172.8,295.0,371.9,535.8,442.9,507.9,395.5,467.8,680.0,949.2,993.6,974.6,965.3,456.2,116.944,187.275,253.341,291.246,269.881,268.363,146.186,430.021,715.935,914.038,1302.579,1109.074,1220.404,890.155
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,1845.1,3142.8,5419.4,6469.4,4112.0,1886.8,1015.8,201.2,359.4,513.8,635.9,748.7,585.2,395.3,560.6,873.2,1196.7,1408.9,1351.0,1015.6,677.8,136.14,230.111,329.432,400.714,401.785,274.918,173.975,485.97,845.959,1211.648,1522.458,1796.207,1398.899,915.289
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_bromide_1_smi1_1_s_1,1939.3,3513.5,4325.2,3646.8,2095.0,970.4,432.3,160.1,296.6,395.4,384.6,378.1,313.1,189.6,471.8,800.9,963.3,875.8,817.4,561.6,267.6,113.722,206.808,267.324,245.648,219.733,148.532,76.468,409.799,766.3,1009.475,971.804,954.903,750.101,445.118
