id,Z-0_MD_AB,Z-1_MD_AB,Z-2_MD_AB,Z-3_MD_AB,Z-4_MD_AB,Z-5_MD_AB,Z-6_MD_AB,I-0_MD_AB,I-1_MD_AB,I-2_MD_AB,I-3_MD_AB,I-4_MD_AB,I-5_MD_AB,I-6_MD_AB,T-0_MD_AB,T-1_MD_AB,T-2_MD_AB,T-3_MD_AB,T-4_MD_AB,T-5_MD_AB,T-6_MD_AB,S-0_MD_AB,S-1_MD_AB,S-2_MD_AB,S-3_MD_AB,S-4_MD_AB,S-5_MD_AB,S-6_MD_AB,chi-0_MD_AB,chi-1_MD_AB,chi-2_MD_AB,chi-3_MD_AB,chi-4_MD_AB,chi-5_MD_AB,chi-6_MD_AB
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,908.0,1361.1,2274.3,3417.0,0.0,0.0,0.0,-4.0,-6.9,-5.7,-3.0,0.0,0.0,0.0,32.0,47.1,84.3,132.0,0.0,0.0,0.0,0.895,0.481,6.638,15.416,0.0,0.0,0.0,10.375,14.701,30.338,50.966,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-oxaz_1_dft-co_1_dft-icn_1_smi1_1_s_1,908.0,1362.1,2275.9,2733.1,0.0,0.0,0.0,-4.0,-5.9,-4.1,-2.9,0.0,0.0,0.0,32.0,48.1,85.9,105.1,0.0,0.0,0.0,0.918,1.464,8.214,11.882,0.0,0.0,0.0,10.398,15.684,31.914,40.322,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-py_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.3,1362.5,3188.0,911.0,227.9,0.0,0.0,-4.7,-5.5,-4.0,-1.0,-0.1,0.0,0.0,31.3,48.5,122.0,35.0,8.9,0.0,0.0,0.261,1.909,13.231,3.916,1.129,0.0,0.0,9.741,16.129,46.411,13.396,3.499,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,907.3,1813.8,4556.4,0.0,0.0,0.0,0.0,-4.7,-10.2,-3.6,0.0,0.0,0.0,0.0,31.3,61.8,176.4,0.0,0.0,0.0,0.0,0.182,-0.34,21.039,0.0,0.0,0.0,0.0,9.662,18.62,68.439,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,907.9,1591.6,3189.3,2049.8,0.0,0.0,0.0,-4.1,-4.4,-2.7,-2.2,0.0,0.0,0.0,31.9,58.6,123.3,78.8,0.0,0.0,0.0,0.807,4.193,14.52,8.866,0.0,0.0,0.0,10.287,20.783,47.7,30.196,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-ime_1_dft-co_1_bromide_1_smi1_1_s_1,1133.2,1362.5,2275.9,4777.8,2729.0,683.7,0.0,-6.8,-5.5,-4.1,-10.2,-7.0,-0.3,0.0,53.2,66.5,115.9,241.8,137.0,35.7,0.0,-0.646,1.917,8.152,15.599,7.728,3.387,0.0,11.204,16.137,31.852,65.369,36.168,10.497,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,907.8,1590.5,2503.6,3411.5,2729.0,683.7,0.0,-4.2,-5.5,-4.4,-8.5,-7.0,-0.3,0.0,31.8,57.5,94.6,126.5,101.0,26.7,0.0,0.677,3.121,9.102,9.923,7.727,3.387,0.0,10.157,19.711,35.172,45.473,36.167,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.4,1815.2,4328.9,0.0,0.0,0.0,0.0,-4.6,-8.8,-3.1,0.0,0.0,0.0,0.0,31.4,63.2,167.9,0.0,0.0,0.0,0.0,0.273,1.057,20.238,0.0,0.0,0.0,0.0,9.753,20.017,65.268,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,907.6,1364.0,2046.8,4101.1,0.0,0.0,0.0,-4.4,-4.0,-5.2,-2.9,0.0,0.0,0.0,31.6,50.0,75.8,159.1,0.0,0.0,0.0,0.536,3.346,5.825,19.257,0.0,0.0,0.0,10.016,17.566,27.155,61.917,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-sime_1_dft-co_1_dft-itcn_1_smi1_1_s_1,908.0,1363.2,2046.9,4556.2,0.0,0.0,0.0,-4.0,-4.8,-5.1,-3.8,0.0,0.0,0.0,32.0,49.2,75.9,176.2,0.0,0.0,0.0,0.905,2.542,5.944,20.752,0.0,0.0,0.0,10.385,16.762,27.274,68.152,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-nme3_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,907.6,1815.5,4555.1,2734.7,0.0,0.0,0.0,-4.4,-8.5,-4.9,-1.3,0.0,0.0,0.0,31.6,63.5,175.1,106.7,0.0,0.0,0.0,0.488,1.384,19.739,13.446,0.0,0.0,0.0,9.968,20.344,67.139,41.886,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,907.1,1589.3,3186.7,2962.0,227.9,0.0,0.0,-4.9,-6.7,-5.3,-2.0,-0.1,0.0,0.0,31.1,56.3,120.7,115.0,8.9,0.0,0.0,0.033,1.958,11.936,13.991,1.129,0.0,0.0,9.513,18.548,45.116,44.801,3.499,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,1134.1,1818.8,2047.7,1822.7,0.0,0.0,0.0,-5.9,-5.2,-4.3,-1.3,0.0,0.0,0.0,54.1,90.8,103.7,94.7,0.0,0.0,0.0,0.232,4.682,6.769,8.557,0.0,0.0,0.0,12.082,23.642,28.099,27.517,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.9,1589.8,2047.7,2050.7,0.0,0.0,0.0,-8.1,-6.2,-4.3,-1.3,0.0,0.0,0.0,81.9,98.8,130.7,133.7,0.0,0.0,0.0,-0.695,2.445,6.784,9.744,0.0,0.0,0.0,13.525,19.035,28.114,31.074,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.6,1815.7,3188.8,3190.0,0.0,0.0,0.0,-8.4,-8.3,-3.2,-2.0,0.0,0.0,0.0,81.6,111.7,206.8,208.0,0.0,0.0,0.0,-1.05,1.531,14.034,15.232,0.0,0.0,0.0,13.17,20.491,47.214,48.412,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.7,1588.4,2501.3,3639.0,2956.9,683.7,0.0,-4.3,-7.6,-6.7,-9.0,-7.1,-0.3,0.0,31.7,55.4,92.3,135.0,109.9,26.7,0.0,0.624,0.971,6.874,10.653,8.86,3.387,0.0,10.104,17.561,32.944,48.573,39.67,10.497,0.0
ir_tbp_1_dft-asme3_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,907.3,1590.9,2961.2,2506.3,0.0,0.0,0.0,-4.7,-5.1,-2.8,-1.7,0.0,0.0,0.0,31.3,57.9,114.2,97.3,0.0,0.0,0.0,0.186,3.467,13.206,11.876,0.0,0.0,0.0,9.666,20.057,44.016,37.946,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-co_1_dft-sh_1_smi1_1_s_1,907.6,1364.0,2049.0,3189.7,0.0,0.0,0.0,-4.4,-4.0,-3.0,-2.3,0.0,0.0,0.0,31.6,50.0,78.0,123.7,0.0,0.0,0.0,0.536,3.335,8.052,14.892,0.0,0.0,0.0,10.016,17.555,29.382,48.072,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,908.0,1362.1,2274.5,1367.0,0.0,0.0,0.0,-4.0,-5.9,-5.5,-1.0,0.0,0.0,0.0,32.0,48.1,84.5,53.0,0.0,0.0,0.0,0.919,1.487,6.804,6.392,0.0,0.0,0.0,10.399,15.707,30.504,20.612,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.1,1588.7,3644.5,2728.0,2729.0,683.7,0.0,-4.9,-7.3,-3.5,-8.0,-7.0,-0.3,0.0,31.1,55.7,140.5,100.0,101.0,26.7,0.0,-0.008,1.316,16.221,6.736,7.728,3.387,0.0,9.472,17.906,54.141,35.176,36.168,10.497,0.0
ir_tbp_1_dft-iz_1_dft-py_1_dft-hicn_1_bromide_1_smi1_1_s_1,1133.5,1590.8,2048.1,1366.9,0.0,0.0,0.0,-6.5,-5.2,-3.9,-1.1,0.0,0.0,0.0,53.5,78.8,104.1,70.9,0.0,0.0,0.0,-0.335,3.431,7.121,6.282,0.0,0.0,0.0,11.515,20.021,28.451,20.502,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_fluoride_1_smi1_1_s_1,1133.8,1363.6,2961.2,2506.4,0.0,0.0,0.0,-6.2,-4.4,-2.8,-1.6,0.0,0.0,0.0,53.8,67.6,153.2,130.4,0.0,0.0,0.0,-0.091,2.961,13.195,11.88,0.0,0.0,0.0,11.759,17.181,44.005,37.95,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1588.3,3416.8,2733.5,0.0,0.0,0.0,-4.3,-7.7,-3.2,-2.5,0.0,0.0,0.0,31.7,55.3,131.8,105.5,0.0,0.0,0.0,0.599,0.872,15.299,12.214,0.0,0.0,0.0,10.079,17.462,50.849,40.654,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-oxaz_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.6,1586.9,3645.7,683.3,0.0,0.0,0.0,-4.4,-9.1,-2.3,-0.7,0.0,0.0,0.0,31.6,53.9,141.7,26.3,0.0,0.0,0.0,0.52,-0.512,17.412,3.014,0.0,0.0,0.0,10.0,16.078,55.332,10.124,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.3,1362.1,3189.3,2049.8,0.0,0.0,0.0,-4.7,-5.9,-2.7,-2.2,0.0,0.0,0.0,31.3,48.1,123.3,78.8,0.0,0.0,0.0,0.181,1.521,14.547,8.865,0.0,0.0,0.0,9.661,15.741,47.727,30.195,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.4,1362.5,2503.5,3639.1,2730.0,683.7,0.0,-4.6,-5.5,-4.5,-8.9,-6.0,-0.3,0.0,31.4,48.5,94.5,135.1,102.0,26.7,0.0,0.271,1.891,9.042,10.765,8.729,3.387,0.0,9.751,16.111,35.112,48.685,37.169,10.497,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-iacn_1_fluoride_1_smi1_1_s_1,907.8,1135.6,2046.7,4101.0,227.9,0.0,0.0,-4.2,-4.4,-5.3,-3.0,-0.1,0.0,0.0,31.8,40.6,75.7,159.0,8.9,0.0,0.0,0.71,1.741,5.816,19.133,1.129,0.0,0.0,10.19,13.591,27.146,61.793,3.499,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.9,1362.2,2045.6,2505.9,0.0,0.0,0.0,-4.1,-5.8,-6.4,-2.1,0.0,0.0,0.0,31.9,48.2,74.6,96.9,0.0,0.0,0.0,0.863,1.544,4.672,11.41,0.0,0.0,0.0,10.343,15.764,26.002,37.48,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,3412.7,3645.8,0.0,0.0,0.0,-4.3,-7.7,-7.3,-2.2,0.0,0.0,0.0,31.7,55.3,127.7,141.8,0.0,0.0,0.0,0.606,0.898,11.161,17.476,0.0,0.0,0.0,10.086,17.488,46.711,55.396,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,907.6,1591.2,2961.1,683.5,0.0,0.0,0.0,-4.4,-4.8,-2.9,-0.5,0.0,0.0,0.0,31.6,58.2,114.1,26.5,0.0,0.0,0.0,0.56,3.851,13.092,3.192,0.0,0.0,0.0,10.04,20.441,43.902,10.302,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.7,1361.4,2047.1,3417.3,227.9,0.0,0.0,-4.3,-6.6,-4.9,-2.7,-0.1,0.0,0.0,31.7,47.4,76.1,132.3,8.9,0.0,0.0,0.645,0.787,6.162,15.778,1.129,0.0,0.0,10.125,15.007,27.492,51.328,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.7,1588.3,3188.0,4100.8,0.0,0.0,0.0,-4.3,-7.7,-4.0,-3.2,0.0,0.0,0.0,31.7,55.3,122.0,158.8,0.0,0.0,0.0,0.595,0.865,13.194,18.957,0.0,0.0,0.0,10.075,17.455,46.374,61.617,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-nme3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1359.8,2044.4,4329.6,683.7,0.0,0.0,0.0,-8.2,-7.6,-2.4,-0.3,0.0,0.0,0.0,81.8,127.4,282.6,44.7,0.0,0.0,0.0,-0.847,3.423,21.007,3.355,0.0,0.0,0.0,13.373,24.753,66.037,10.465,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.7,1588.3,3187.6,4784.5,0.0,0.0,0.0,-4.3,-7.7,-4.4,-3.5,0.0,0.0,0.0,31.7,55.3,121.6,185.5,0.0,0.0,0.0,0.579,0.885,12.869,22.307,0.0,0.0,0.0,10.059,17.475,46.049,72.077,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_iodide_1_smi1_1_s_1,1132.9,1362.2,2960.0,911.0,227.9,0.0,0.0,-7.1,-5.8,-4.0,-1.0,-0.1,0.0,0.0,52.9,66.2,152.0,47.0,11.9,0.0,0.0,-0.929,1.616,12.033,3.917,1.13,0.0,0.0,10.921,15.836,42.843,13.397,3.5,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1588.3,2731.2,5919.0,2730.0,683.7,0.0,-4.3,-7.7,-4.8,-9.0,-6.0,-0.3,0.0,31.7,55.3,103.2,225.0,102.0,26.7,0.0,0.587,0.889,9.983,22.962,8.725,3.387,0.0,10.067,17.479,38.423,84.582,37.165,10.497,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,907.6,1590.1,3188.9,2733.5,0.0,0.0,0.0,-4.4,-5.9,-3.1,-2.5,0.0,0.0,0.0,31.6,57.1,122.9,105.5,0.0,0.0,0.0,0.567,2.758,14.128,12.217,0.0,0.0,0.0,10.047,19.348,47.308,40.657,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,907.6,1588.0,3188.0,911.1,0.0,0.0,0.0,-4.4,-8.0,-4.0,-0.9,0.0,0.0,0.0,31.6,55.0,122.0,35.1,0.0,0.0,0.0,0.507,0.605,13.179,4.027,0.0,0.0,0.0,9.987,17.195,46.359,13.507,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-nme3_1_dft-co_1_dft-sh_1_smi1_1_s_1,907.2,1817.5,3416.6,2728.0,2729.0,683.7,0.0,-4.8,-6.5,-3.4,-8.0,-7.0,-0.3,0.0,31.2,65.5,131.6,100.0,101.0,26.7,0.0,0.118,3.293,15.006,6.735,7.729,3.387,0.0,9.598,22.253,50.556,35.175,36.169,10.497,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-hicn_1_fluoride_1_smi1_1_s_1,907.7,1362.2,3189.1,683.5,0.0,0.0,0.0,-4.3,-5.8,-2.9,-0.5,0.0,0.0,0.0,31.7,48.2,123.1,26.5,0.0,0.0,0.0,0.615,1.547,14.299,3.192,0.0,0.0,0.0,10.095,15.767,47.479,10.302,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_bromide_1_smi1_1_s_1,906.8,1588.0,4330.1,0.0,0.0,0.0,0.0,-5.2,-8.0,-1.9,0.0,0.0,0.0,0.0,30.8,55.0,169.1,0.0,0.0,0.0,0.0,-0.318,0.626,21.422,0.0,0.0,0.0,0.0,9.162,17.216,66.452,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.7,1588.4,2961.2,2506.4,0.0,0.0,0.0,-4.3,-7.6,-2.8,-1.6,0.0,0.0,0.0,31.7,55.4,114.2,97.4,0.0,0.0,0.0,0.596,1.016,13.195,11.88,0.0,0.0,0.0,10.076,17.606,44.005,37.95,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.9,1362.2,2047.2,3417.5,0.0,0.0,0.0,-4.1,-5.8,-4.8,-2.5,0.0,0.0,0.0,31.9,48.2,76.2,132.5,0.0,0.0,0.0,0.846,1.539,6.233,15.907,0.0,0.0,0.0,10.326,15.759,27.563,51.457,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,907.7,1587.3,2732.3,3411.3,2729.0,683.7,0.0,-4.3,-8.7,-3.7,-8.7,-7.0,-0.3,0.0,31.7,54.3,104.3,126.3,101.0,26.7,0.0,0.582,-0.121,11.079,9.748,7.728,3.387,0.0,10.062,16.469,39.519,45.298,36.168,10.497,0.0
ir_tbp_1_dft-sime_1_dft-sime_1_dft-co_1_dft-icn_1_smi1_1_s_1,908.0,1363.2,2047.2,5012.7,0.0,0.0,0.0,-4.0,-4.8,-4.8,-3.3,0.0,0.0,0.0,32.0,49.2,76.2,194.7,0.0,0.0,0.0,0.898,2.566,6.228,23.763,0.0,0.0,0.0,10.378,16.786,27.558,75.903,0.0,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.6,1136.3,2047.2,3417.3,227.9,0.0,0.0,-4.4,-3.7,-4.8,-2.7,-0.1,0.0,0.0,31.6,41.3,76.2,132.3,8.9,0.0,0.0,0.536,2.48,6.231,15.796,1.129,0.0,0.0,10.016,14.33,27.561,51.346,3.499,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-pme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,907.5,1588.7,4329.6,683.7,0.0,0.0,0.0,-4.5,-7.3,-2.4,-0.3,0.0,0.0,0.0,31.5,55.7,168.6,26.7,0.0,0.0,0.0,0.407,1.342,20.998,3.353,0.0,0.0,0.0,9.887,17.932,66.028,10.463,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1360.0,1587.7,2505.2,2050.3,0.0,0.0,0.0,-8.0,-8.3,-2.8,-1.7,0.0,0.0,0.0,82.0,96.7,162.2,133.3,0.0,0.0,0.0,-0.626,0.337,10.719,9.384,0.0,0.0,0.0,13.594,16.927,36.789,30.714,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.4,1814.4,4556.3,2734.7,0.0,0.0,0.0,-4.6,-9.6,-3.7,-1.3,0.0,0.0,0.0,31.4,62.4,176.3,106.7,0.0,0.0,0.0,0.322,0.268,20.876,13.444,0.0,0.0,0.0,9.802,19.228,68.276,41.884,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-co_1_dft-icn_1_smi1_1_s_1,907.7,1589.3,3188.1,2049.8,0.0,0.0,0.0,-4.3,-6.7,-3.9,-2.2,0.0,0.0,0.0,31.7,56.3,122.1,78.8,0.0,0.0,0.0,0.631,1.952,13.359,8.869,0.0,0.0,0.0,10.111,18.542,46.539,30.199,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,907.7,1588.2,3414.8,4100.8,0.0,0.0,0.0,-4.3,-7.8,-5.2,-3.2,0.0,0.0,0.0,31.7,55.2,129.8,158.8,0.0,0.0,0.0,0.615,0.84,13.275,18.959,0.0,0.0,0.0,10.095,17.43,48.825,61.619,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-py_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,1134.0,1816.6,2275.0,1366.5,227.9,0.0,0.0,-6.0,-7.4,-5.0,-1.5,-0.1,0.0,0.0,54.0,88.6,115.0,70.5,11.9,0.0,0.0,0.113,2.426,7.261,5.929,1.13,0.0,0.0,11.963,21.386,30.961,20.149,3.5,0.0,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-co_1_dft-no2_1_smi1_1_s_1,1359.8,1589.1,1819.3,2960.8,227.9,0.0,0.0,-8.2,-6.9,-4.7,-3.2,-0.1,0.0,0.0,81.8,98.1,115.3,191.8,14.9,0.0,0.0,-0.863,1.747,5.146,12.766,1.129,0.0,0.0,13.357,18.337,24.106,43.576,3.499,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1361.4,2274.6,2278.1,227.9,0.0,0.0,-4.3,-6.6,-5.4,-1.9,-0.1,0.0,0.0,31.7,47.4,84.6,88.1,8.9,0.0,0.0,0.623,0.732,6.877,10.446,1.129,0.0,0.0,10.103,14.952,30.577,34.146,3.499,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-sime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,907.7,1588.3,3414.3,4557.4,0.0,0.0,0.0,-4.3,-7.7,-5.7,-2.6,0.0,0.0,0.0,31.7,55.3,129.3,177.4,0.0,0.0,0.0,0.608,0.888,12.726,21.973,0.0,0.0,0.0,10.088,17.478,48.276,69.373,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,907.6,1815.6,4556.8,0.0,0.0,0.0,0.0,-4.4,-8.4,-3.2,0.0,0.0,0.0,0.0,31.6,63.6,176.8,0.0,0.0,0.0,0.0,0.508,1.424,21.43,0.0,0.0,0.0,0.0,9.988,20.384,68.83,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,907.3,1362.2,3188.0,911.1,0.0,0.0,0.0,-4.7,-5.8,-4.0,-0.9,0.0,0.0,0.0,31.3,48.2,122.0,35.1,0.0,0.0,0.0,0.18,1.564,13.237,4.027,0.0,0.0,0.0,9.66,15.784,46.417,13.507,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-co_1_dft-no2_1_smi1_1_s_1,1359.9,1589.9,1820.2,3189.9,0.0,0.0,0.0,-8.1,-6.1,-3.8,-2.1,0.0,0.0,0.0,81.9,98.9,116.2,207.9,0.0,0.0,0.0,-0.705,2.506,6.087,15.075,0.0,0.0,0.0,13.515,19.096,25.047,48.255,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,907.0,1589.1,3187.6,1594.6,227.9,0.0,0.0,-5.0,-6.9,-4.4,-1.4,-0.1,0.0,0.0,31.0,56.1,121.6,61.6,8.9,0.0,0.0,-0.048,1.671,12.829,7.255,1.129,0.0,0.0,9.432,18.261,46.009,23.845,3.499,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_iodide_1_smi1_1_s_1,907.1,1135.6,1819.0,1822.1,227.9,0.0,0.0,-4.9,-4.4,-5.0,-1.9,-0.1,0.0,0.0,31.1,40.6,67.0,70.1,8.9,0.0,0.0,-0.013,1.795,4.835,7.931,1.13,0.0,0.0,9.467,13.645,23.795,26.891,3.5,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pet3_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,907.7,1588.2,3414.3,3645.8,0.0,0.0,0.0,-4.3,-7.8,-5.7,-2.2,0.0,0.0,0.0,31.7,55.2,129.3,141.8,0.0,0.0,0.0,0.575,0.856,12.702,17.471,0.0,0.0,0.0,10.055,17.446,48.252,55.391,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-iacn_1_dft-sh_1_smi1_1_s_1,907.6,1364.0,2047.8,3873.5,0.0,0.0,0.0,-4.4,-4.0,-4.2,-2.5,0.0,0.0,0.0,31.6,50.0,76.8,150.5,0.0,0.0,0.0,0.51,3.343,6.897,18.422,0.0,0.0,0.0,9.99,17.563,28.227,58.712,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-asme3_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,907.3,1814.1,4558.0,0.0,0.0,0.0,0.0,-4.7,-9.9,-2.0,0.0,0.0,0.0,0.0,31.3,62.1,178.0,0.0,0.0,0.0,0.0,0.252,-0.037,22.562,0.0,0.0,0.0,0.0,9.732,18.923,69.962,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,907.4,1814.5,4328.4,2734.7,0.0,0.0,0.0,-4.6,-9.5,-3.6,-1.3,0.0,0.0,0.0,31.4,62.5,167.4,106.7,0.0,0.0,0.0,0.313,0.34,19.736,13.445,0.0,0.0,0.0,9.793,19.3,64.766,41.885,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,907.4,1588.7,3642.8,5462.7,2730.0,683.7,0.0,-4.6,-7.3,-5.2,-9.3,-6.0,-0.3,0.0,31.4,55.7,138.8,206.7,102.0,26.7,0.0,0.369,1.281,14.529,20.171,8.724,3.387,0.0,9.849,17.871,52.449,77.051,37.164,10.497,0.0
ir_tbp_1_dft-iz_1_dft-oxaz_1_dft-co_1_dft-cn_1_smi1_1_s_1,908.0,1361.1,2048.9,1366.8,0.0,0.0,0.0,-4.0,-6.9,-3.1,-1.2,0.0,0.0,0.0,32.0,47.1,77.9,52.8,0.0,0.0,0.0,0.881,0.505,7.951,6.21,0.0,0.0,0.0,10.361,14.725,29.281,20.43,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-py_1_dft-co_1_dft-cn_1_smi1_1_s_1,907.6,1588.4,2274.5,3639.0,2957.9,683.7,0.0,-4.4,-7.6,-5.5,-9.0,-6.1,-0.3,0.0,31.6,55.4,84.5,135.0,110.9,26.7,0.0,0.559,0.994,6.843,10.654,9.859,3.387,0.0,10.039,17.584,30.543,48.574,40.669,10.497,0.0
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-co_1_dft-no2_1_smi1_1_s_1,1359.6,2043.4,4102.1,0.0,0.0,0.0,0.0,-8.4,-8.6,-1.9,0.0,0.0,0.0,0.0,81.6,126.4,268.1,0.0,0.0,0.0,0.0,-1.058,2.425,20.197,0.0,0.0,0.0,0.0,13.162,23.755,62.857,0.0,0.0,0.0,0.0
