id,Z-0_MR_AB,Z-1_MR_AB,Z-2_MR_AB,Z-3_MR_AB,Z-4_MR_AB,Z-5_MR_AB,Z-6_MR_AB,I-0_MR_AB,I-1_MR_AB,I-2_MR_AB,I-3_MR_AB,I-4_MR_AB,I-5_MR_AB,I-6_MR_AB,T-0_MR_AB,T-1_MR_AB,T-2_MR_AB,T-3_MR_AB,T-4_MR_AB,T-5_MR_AB,T-6_MR_AB,S-0_MR_AB,S-1_MR_AB,S-2_MR_AB,S-3_MR_AB,S-4_MR_AB,S-5_MR_AB,S-6_MR_AB,chi-0_MR_AB,chi-1_MR_AB,chi-2_MR_AB,chi-3_MR_AB,chi-4_MR_AB,chi-5_MR_AB,chi-6_MR_AB
ir_tbp_1_dft-pme3_1_dft-nme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,764.2,1603.7,4230.0,669.6,0.0,0.0,0.0,9.9,20.8,54.9,8.7,0.0,0.0,0.0,39.7,83.3,219.7,34.8,0.0,0.0,0.0,13.993,29.366,77.459,12.262,0.0,0.0,0.0,21.834,45.819,120.858,19.132,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-co_1_dft-sh_1_smi1_1_s_1,764.4,1231.4,1665.7,3922.7,0.0,0.0,0.0,9.9,16.0,21.6,50.9,0.0,0.0,0.0,39.7,64.0,86.5,203.8,0.0,0.0,0.0,13.998,22.549,30.502,71.831,0.0,0.0,0.0,21.841,35.182,47.591,112.077,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,760.0,1172.1,2993.5,4642.0,0.0,0.0,0.0,9.9,15.2,38.9,60.3,0.0,0.0,0.0,39.5,60.9,155.5,241.1,0.0,0.0,0.0,13.917,21.463,54.817,85.003,0.0,0.0,0.0,21.714,33.488,85.53,132.629,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,947.0,1766.4,3068.7,656.9,0.0,0.0,0.0,12.3,22.9,39.9,8.5,0.0,0.0,0.0,61.5,114.7,199.3,42.7,0.0,0.0,0.0,17.342,32.345,56.194,12.029,0.0,0.0,0.0,27.058,50.468,87.678,18.769,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-nme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,1128.5,2159.5,3274.6,0.0,0.0,0.0,0.0,14.7,28.0,42.5,0.0,0.0,0.0,0.0,87.9,168.3,255.2,0.0,0.0,0.0,0.0,20.665,39.544,59.963,0.0,0.0,0.0,0.0,32.243,61.7,93.559,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,760.7,1314.2,3175.5,3545.8,224.0,0.0,0.0,9.9,17.1,41.2,46.0,2.9,0.0,0.0,39.5,68.3,165.0,184.2,11.6,0.0,0.0,13.931,24.065,58.149,64.929,4.101,0.0,0.0,21.736,37.548,90.729,101.308,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-phos_1_dft-co_1_dft-sh_1_smi1_1_s_1,756.0,1362.4,2040.4,3269.4,2628.2,671.8,0.0,9.8,17.7,26.5,42.5,34.1,8.7,0.0,39.3,70.8,106.0,169.8,136.5,34.9,0.0,13.844,24.949,37.363,59.869,48.126,12.302,0.0,21.601,38.927,58.296,93.412,75.09,19.195,0.0
ir_tbp_1_dft-iz_1_dft-iz_1_dft-co_1_dft-oh_1_smi1_1_s_1,1130.3,2124.6,1669.8,448.8,0.0,0.0,0.0,14.7,27.6,21.7,5.8,0.0,0.0,0.0,88.1,165.6,130.1,35.0,0.0,0.0,0.0,20.697,38.905,30.576,8.218,0.0,0.0,0.0,32.293,60.703,47.708,12.822,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-co_1_dft-cch_1_smi1_1_s_1,763.4,1334.2,3026.6,865.9,224.0,0.0,0.0,9.9,17.3,39.3,11.2,2.9,0.0,0.0,39.7,69.3,157.2,45.0,11.6,0.0,0.0,13.979,24.431,55.422,15.856,4.101,0.0,0.0,21.811,38.119,86.473,24.739,6.399,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-oxaz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,771.2,1108.8,2336.7,1307.5,0.0,0.0,0.0,10.0,14.4,30.3,17.0,0.0,0.0,0.0,40.1,57.6,121.4,67.9,0.0,0.0,0.0,14.121,20.305,42.789,23.942,0.0,0.0,0.0,22.033,31.681,66.762,37.357,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-nme3_1_dft-co_1_dft-oh_1_smi1_1_s_1,763.0,1611.4,4023.0,0.0,0.0,0.0,0.0,9.9,20.9,52.2,0.0,0.0,0.0,0.0,39.6,83.7,209.0,0.0,0.0,0.0,0.0,13.972,29.508,73.668,0.0,0.0,0.0,0.0,21.801,46.041,114.943,0.0,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,770.0,1172.2,2058.0,3923.2,0.0,0.0,0.0,10.0,15.2,26.7,51.0,0.0,0.0,0.0,40.0,60.9,106.9,203.8,0.0,0.0,0.0,14.1,21.466,37.686,71.841,0.0,0.0,0.0,21.999,33.493,58.801,112.093,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-nme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,768.6,1369.6,3251.1,663.7,0.0,0.0,0.0,10.0,17.8,42.2,8.6,0.0,0.0,0.0,39.9,71.1,168.9,34.5,0.0,0.0,0.0,14.074,25.08,59.533,12.153,0.0,0.0,0.0,21.959,39.132,92.889,18.963,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,949.4,1831.3,3097.9,446.9,0.0,0.0,0.0,12.3,23.8,40.2,5.8,0.0,0.0,0.0,61.7,118.9,201.2,29.0,0.0,0.0,0.0,17.386,33.535,56.728,8.183,0.0,0.0,0.0,27.126,52.324,88.512,12.768,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,761.6,1316.8,3188.3,1534.9,224.0,0.0,0.0,9.9,17.1,41.4,19.9,2.9,0.0,0.0,39.6,68.4,165.6,79.7,11.6,0.0,0.0,13.946,24.113,58.383,28.106,4.101,0.0,0.0,21.759,37.623,91.095,43.853,6.399,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pme3_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,761.4,1572.0,4171.7,2680.4,0.0,0.0,0.0,9.9,20.4,54.2,34.8,0.0,0.0,0.0,39.6,81.7,216.7,139.2,0.0,0.0,0.0,13.942,28.786,76.392,49.083,0.0,0.0,0.0,21.753,44.915,119.192,76.584,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-hicn_1_chloride_1_smi1_1_s_1,753.5,1325.2,4253.4,0.0,0.0,0.0,0.0,9.8,17.2,55.2,0.0,0.0,0.0,0.0,39.1,68.8,221.0,0.0,0.0,0.0,0.0,13.798,24.266,77.886,0.0,0.0,0.0,0.0,21.529,37.862,121.525,0.0,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_dft-no2_1_smi1_1_s_1,1128.8,1324.6,1876.0,1519.5,224.0,0.0,0.0,14.7,17.2,24.4,19.7,2.9,0.0,0.0,88.0,103.2,146.2,118.4,17.5,0.0,0.0,20.671,24.256,34.352,27.825,4.101,0.0,0.0,32.252,37.846,53.599,43.416,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-sh_1_smi1_1_s_1,759.8,1384.0,2308.1,3274.5,2442.7,671.8,0.0,9.9,18.0,30.0,42.5,31.7,8.7,0.0,39.5,71.9,119.9,170.1,126.9,34.9,0.0,13.913,25.343,42.265,59.962,44.729,12.302,0.0,21.709,39.543,65.946,93.558,69.79,19.195,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1119.9,1695.0,3492.4,2442.8,2481.1,671.8,0.0,14.5,22.0,45.4,31.7,32.2,8.7,0.0,87.3,132.1,272.1,190.3,193.3,52.3,0.0,20.507,31.039,63.952,44.732,45.433,12.302,0.0,31.996,48.429,99.783,69.794,70.889,19.195,0.0
ir_tbp_1_dft-ime_1_dft-phos_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,765.3,1150.8,1851.1,2826.7,224.0,0.0,0.0,9.9,14.9,24.0,36.7,2.9,0.0,0.0,39.8,59.8,96.2,146.8,11.6,0.0,0.0,14.014,21.074,33.897,51.761,4.101,0.0,0.0,21.866,32.881,52.89,80.762,6.399,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,768.7,1330.5,3469.4,1323.6,0.0,0.0,0.0,10.0,17.3,45.1,17.2,0.0,0.0,0.0,39.9,69.1,180.2,68.8,0.0,0.0,0.0,14.076,24.364,63.531,24.237,0.0,0.0,0.0,21.963,38.014,99.126,37.816,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-itcn_1_smi1_1_s_1,950.5,1571.2,1823.9,1098.7,0.0,0.0,0.0,12.3,20.4,23.7,14.3,0.0,0.0,0.0,61.7,102.0,118.4,71.3,0.0,0.0,0.0,17.406,28.771,33.399,20.12,0.0,0.0,0.0,27.158,44.89,52.112,31.393,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-phos_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,765.8,1150.3,2007.3,2198.4,224.0,0.0,0.0,9.9,14.9,26.1,28.6,2.9,0.0,0.0,39.8,59.8,104.3,114.2,11.6,0.0,0.0,14.022,21.064,36.758,40.257,4.101,0.0,0.0,21.879,32.866,57.353,62.813,6.399,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-asme3_1_dft-co_1_chloride_1_smi1_1_s_1,933.3,1341.0,4024.2,0.0,0.0,0.0,0.0,12.1,17.4,52.3,0.0,0.0,0.0,0.0,60.6,87.1,261.3,0.0,0.0,0.0,0.0,17.09,24.555,73.689,0.0,0.0,0.0,0.0,26.666,38.313,114.976,0.0,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,764.0,1341.0,2971.5,2876.9,224.0,0.0,0.0,9.9,17.4,38.6,37.4,2.9,0.0,0.0,39.7,69.7,154.4,149.5,11.6,0.0,0.0,13.99,24.555,54.414,52.682,4.101,0.0,0.0,21.829,38.313,84.901,82.198,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-sime_1_dft-co_1_chloride_1_smi1_1_s_1,944.4,1010.9,1616.6,3307.4,0.0,0.0,0.0,12.3,13.1,21.0,43.0,0.0,0.0,0.0,61.3,65.6,105.0,214.8,0.0,0.0,0.0,17.294,18.512,29.603,60.564,0.0,0.0,0.0,26.984,28.884,46.189,94.497,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-pet3_1_dft-iacn_1_dft-no2_1_smi1_1_s_1,1119.8,1693.1,4113.6,4691.8,0.0,0.0,0.0,14.5,22.0,53.4,60.9,0.0,0.0,0.0,87.3,131.9,320.5,365.6,0.0,0.0,0.0,20.505,31.004,75.327,85.915,0.0,0.0,0.0,31.993,48.375,117.531,134.052,0.0,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,769.9,1135.1,2067.1,3100.5,0.0,0.0,0.0,10.0,14.7,26.8,40.3,0.0,0.0,0.0,40.0,59.0,107.4,161.1,0.0,0.0,0.0,14.098,20.785,37.852,56.776,0.0,0.0,0.0,21.996,32.43,59.059,88.587,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pph3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,765.4,1340.9,2471.8,3274.7,2481.2,671.8,0.0,9.9,17.4,32.1,42.5,32.2,8.7,0.0,39.8,69.7,128.4,170.1,128.9,34.9,0.0,14.015,24.554,45.263,59.966,45.436,12.302,0.0,21.867,38.31,70.623,93.564,70.892,19.195,0.0
ir_tbp_1_dft-pet3_1_dft-pph3_1_dft-co_1_fluoride_1_smi1_1_s_1,941.6,1354.5,3204.2,4453.7,2442.6,671.8,0.0,12.2,17.6,41.6,57.8,31.7,8.7,0.0,61.1,88.0,208.1,289.2,158.6,43.6,0.0,17.243,24.804,58.674,81.554,44.727,12.302,0.0,26.904,38.701,91.547,127.248,69.787,19.194,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,763.0,1345.8,3234.0,1534.7,224.0,0.0,0.0,9.9,17.5,42.0,19.9,2.9,0.0,0.0,39.6,69.9,168.0,79.7,11.6,0.0,0.0,13.972,24.644,59.22,28.103,4.101,0.0,0.0,21.8,38.451,92.399,43.849,6.399,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-co_1_fluoride_1_smi1_1_s_1,1130.2,1614.2,2869.2,446.9,0.0,0.0,0.0,14.7,21.0,37.3,5.8,0.0,0.0,0.0,88.1,125.8,223.6,34.8,0.0,0.0,0.0,20.697,29.559,52.541,8.184,0.0,0.0,0.0,32.293,46.121,81.978,12.77,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,764.7,1341.6,3052.8,2631.2,0.0,0.0,0.0,9.9,17.4,39.6,34.2,0.0,0.0,0.0,39.7,69.7,158.6,136.7,0.0,0.0,0.0,14.003,24.567,55.902,48.182,0.0,0.0,0.0,21.848,38.332,87.223,75.178,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-py_1_dft-co_1_dft-itcn_1_smi1_1_s_1,765.2,1355.3,2905.3,2877.1,224.0,0.0,0.0,9.9,17.6,37.7,37.4,2.9,0.0,0.0,39.8,70.4,150.9,149.5,11.6,0.0,0.0,14.012,24.818,53.201,52.685,4.101,0.0,0.0,21.863,38.723,83.009,82.204,6.399,0.0,0.0
ir_tbp_1_dft-phos_1_dft-sime_1_dft-co_1_dft-cn_1_smi1_1_s_1,765.4,1154.9,1616.2,3302.3,224.0,0.0,0.0,9.9,15.0,21.0,42.9,2.9,0.0,0.0,39.8,60.0,84.0,171.5,11.6,0.0,0.0,14.016,21.149,29.595,60.47,4.101,0.0,0.0,21.87,32.998,46.177,94.351,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-pyz_1_dft-hicn_1_dft-cn_1_smi1_1_s_1,1128.5,1965.2,1889.4,870.2,0.0,0.0,0.0,14.7,25.5,24.5,11.3,0.0,0.0,0.0,87.9,153.1,147.2,67.8,0.0,0.0,0.0,20.665,35.986,34.597,15.935,0.0,0.0,0.0,32.244,56.149,53.982,24.864,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,763.0,1348.9,3008.9,1534.8,224.0,0.0,0.0,9.9,17.5,39.1,19.9,2.9,0.0,0.0,39.6,70.1,156.3,79.7,11.6,0.0,0.0,13.972,24.701,55.097,28.106,4.101,0.0,0.0,21.8,38.541,85.967,43.853,6.399,0.0,0.0
ir_tbp_1_dft-iz_1_dft-sime_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,770.6,1201.0,1887.1,3100.2,0.0,0.0,0.0,10.0,15.6,24.5,40.3,0.0,0.0,0.0,40.0,62.4,98.0,161.0,0.0,0.0,0.0,14.112,21.992,34.556,56.769,0.0,0.0,0.0,22.018,34.314,53.918,88.576,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1308.5,1716.2,2143.7,1310.5,0.0,0.0,0.0,17.0,22.3,27.8,17.0,0.0,0.0,0.0,119.0,156.0,194.9,119.1,0.0,0.0,0.0,23.961,31.426,39.255,23.998,0.0,0.0,0.0,37.386,49.034,61.249,37.444,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-py_1_dft-co_1_chloride_1_smi1_1_s_1,1124.8,1377.2,1914.5,1310.6,0.0,0.0,0.0,14.6,17.9,24.9,17.0,0.0,0.0,0.0,87.6,107.3,149.2,102.1,0.0,0.0,0.0,20.596,25.218,35.058,23.999,0.0,0.0,0.0,32.136,39.347,54.701,37.445,0.0,0.0,0.0
ir_tbp_1_dft-oxaz_1_dft-sime_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,769.2,1132.6,2347.8,3760.0,0.0,0.0,0.0,10.0,14.7,30.5,48.8,0.0,0.0,0.0,40.0,58.8,122.0,195.3,0.0,0.0,0.0,14.085,20.741,42.992,68.851,0.0,0.0,0.0,21.976,32.361,67.079,107.427,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-iacn_1_dft-oh_1_smi1_1_s_1,948.6,1850.5,3952.9,1785.9,0.0,0.0,0.0,12.3,24.0,51.3,23.2,0.0,0.0,0.0,61.6,120.2,256.7,116.0,0.0,0.0,0.0,17.371,33.886,72.385,32.703,0.0,0.0,0.0,27.104,52.871,112.94,51.026,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-phos_1_dft-co_1_dft-itcn_1_smi1_1_s_1,760.8,1311.9,2964.2,865.0,224.0,0.0,0.0,9.9,17.0,38.5,11.2,2.9,0.0,0.0,39.5,68.2,154.0,44.9,11.6,0.0,0.0,13.931,24.024,54.279,15.84,4.101,0.0,0.0,21.737,37.484,84.691,24.716,6.399,0.0,0.0
ir_tbp_1_dft-py_1_dft-sime_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,769.4,1175.2,1988.2,3972.6,224.0,0.0,0.0,10.0,15.3,25.8,51.6,2.9,0.0,0.0,40.0,61.1,103.3,206.4,11.6,0.0,0.0,14.09,21.52,36.408,72.746,4.101,0.0,0.0,21.984,33.578,56.806,113.504,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-co_1_dft-oh_1_smi1_1_s_1,766.3,1219.4,1615.9,1735.2,224.0,0.0,0.0,10.0,15.8,21.0,22.5,2.9,0.0,0.0,39.8,63.3,83.9,90.1,11.6,0.0,0.0,14.032,22.329,29.589,31.775,4.101,0.0,0.0,21.894,34.839,46.167,49.578,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-oxaz_1_dft-hicn_1_dft-oh_1_smi1_1_s_1,766.4,1366.0,2566.4,3057.9,2442.6,671.8,0.0,10.0,17.7,33.3,39.7,31.7,8.7,0.0,39.8,71.0,133.3,158.9,126.9,34.9,0.0,14.035,25.015,46.995,55.996,44.727,12.302,0.0,21.898,39.03,73.326,87.369,69.788,19.194,0.0
ir_tbp_1_dft-asme3_1_dft-ime_1_dft-iacn_1_chloride_1_smi1_1_s_1,759.0,1165.7,3052.7,2631.3,0.0,0.0,0.0,9.9,15.1,39.6,34.2,0.0,0.0,0.0,39.4,60.6,158.6,136.7,0.0,0.0,0.0,13.898,21.346,55.9,48.184,0.0,0.0,0.0,21.686,33.306,87.22,75.181,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-iz_1_dft-iacn_1_dft-cch_1_smi1_1_s_1,769.0,1132.9,2096.5,3294.7,0.0,0.0,0.0,10.0,14.7,27.2,42.8,0.0,0.0,0.0,39.9,58.9,108.9,171.2,0.0,0.0,0.0,14.082,20.745,38.391,60.332,0.0,0.0,0.0,21.971,32.369,59.901,94.135,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-iz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,765.4,1166.7,3050.2,1333.2,0.0,0.0,0.0,9.9,15.2,39.6,17.3,0.0,0.0,0.0,39.8,60.6,158.5,69.3,0.0,0.0,0.0,14.017,21.364,55.854,24.413,0.0,0.0,0.0,21.87,33.334,87.148,38.091,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-phos_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,764.7,1152.8,1786.7,2405.2,224.0,0.0,0.0,9.9,15.0,23.2,31.2,2.9,0.0,0.0,39.7,59.9,92.8,124.9,11.6,0.0,0.0,14.003,21.109,32.717,44.043,4.101,0.0,0.0,21.849,32.936,51.048,68.72,6.399,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-sime_1_dft-hicn_1_dft-cch_1_smi1_1_s_1,947.0,1783.0,4199.6,1116.4,0.0,0.0,0.0,12.3,23.2,54.5,14.5,0.0,0.0,0.0,61.5,115.8,272.7,72.5,0.0,0.0,0.0,17.341,32.65,76.902,20.443,0.0,0.0,0.0,27.056,50.943,119.99,31.897,0.0,0.0,0.0
ir_tbp_1_dft-pet3_1_dft-oxaz_1_dft-iacn_1_fluoride_1_smi1_1_s_1,766.8,1132.8,3247.0,3334.1,0.0,0.0,0.0,10.0,14.7,42.2,43.3,0.0,0.0,0.0,39.8,58.8,168.7,173.2,0.0,0.0,0.0,14.041,20.743,59.458,61.054,0.0,0.0,0.0,21.908,32.365,92.771,95.261,0.0,0.0,0.0
ir_tbp_1_dft-phos_1_dft-py_1_dft-iacn_1_dft-itcn_1_smi1_1_s_1,765.7,1151.3,1949.7,2400.8,447.9,0.0,0.0,9.9,15.0,25.3,31.2,5.8,0.0,0.0,39.8,59.8,101.3,124.7,23.3,0.0,0.0,14.021,21.081,35.702,43.963,8.203,0.0,0.0,21.877,32.893,55.705,68.595,12.798,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,761.2,1507.0,3655.6,2404.4,2481.1,671.8,0.0,9.9,19.6,47.5,31.2,32.2,8.7,0.0,39.5,78.3,189.9,124.9,128.9,34.9,0.0,13.939,27.595,66.94,44.029,45.434,12.302,0.0,21.749,43.056,104.446,68.698,70.89,19.195,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-co_1_dft-cch_1_smi1_1_s_1,759.5,1499.0,4190.0,2011.1,0.0,0.0,0.0,9.9,19.5,54.4,26.1,0.0,0.0,0.0,39.5,77.9,217.7,104.5,0.0,0.0,0.0,13.907,27.45,76.726,36.827,0.0,0.0,0.0,21.7,42.829,119.714,57.461,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-nme3_1_dft-iacn_1_fluoride_1_smi1_1_s_1,769.2,1203.2,3051.3,2631.3,0.0,0.0,0.0,10.0,15.6,39.6,34.2,0.0,0.0,0.0,40.0,62.5,158.5,136.7,0.0,0.0,0.0,14.086,22.032,55.874,48.184,0.0,0.0,0.0,21.978,34.376,87.18,75.181,0.0,0.0,0.0
ir_tbp_1_dft-ime_1_dft-ime_1_dft-hicn_1_dft-no2_1_smi1_1_s_1,1128.3,1360.3,1894.9,3922.7,0.0,0.0,0.0,14.7,17.7,24.6,50.9,0.0,0.0,0.0,87.9,106.0,147.7,305.7,0.0,0.0,0.0,20.662,24.91,34.699,71.831,0.0,0.0,0.0,32.238,38.867,54.141,112.077,0.0,0.0,0.0
ir_tbp_1_dft-pme3_1_dft-iz_1_dft-co_1_bromide_1_smi1_1_s_1,937.9,1189.4,2842.1,663.6,0.0,0.0,0.0,12.2,15.4,36.9,8.6,0.0,0.0,0.0,60.9,77.2,184.6,43.1,0.0,0.0,0.0,17.175,21.781,52.044,12.151,0.0,0.0,0.0,26.797,33.984,81.204,18.959,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-iz_1_dft-co_1_dft-icn_1_smi1_1_s_1,950.8,1570.9,1840.4,1098.7,0.0,0.0,0.0,12.3,20.4,23.9,14.3,0.0,0.0,0.0,61.7,102.0,119.5,71.3,0.0,0.0,0.0,17.411,28.766,33.701,20.119,0.0,0.0,0.0,27.166,44.884,52.583,31.391,0.0,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,764.1,1332.8,3210.2,870.2,0.0,0.0,0.0,9.9,17.3,41.7,11.3,0.0,0.0,0.0,39.7,69.2,166.8,45.2,0.0,0.0,0.0,13.993,24.406,58.783,15.935,0.0,0.0,0.0,21.832,38.081,91.719,24.862,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-phos_1_dft-co_1_bromide_1_smi1_1_s_1,757.0,1182.4,2800.2,865.1,224.0,0.0,0.0,9.8,15.4,36.4,11.2,2.9,0.0,0.0,39.3,61.4,145.5,44.9,11.6,0.0,0.0,13.862,21.651,51.277,15.841,4.101,0.0,0.0,21.629,33.782,80.006,24.717,6.399,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-pme3_1_dft-co_1_dft-cn_1_smi1_1_s_1,760.4,1510.8,3263.1,2404.4,2481.2,671.8,0.0,9.9,19.6,42.4,31.2,32.2,8.7,0.0,39.5,78.5,169.5,124.9,128.9,34.9,0.0,13.924,27.666,59.752,44.029,45.434,12.302,0.0,21.725,43.167,93.231,68.697,70.891,19.195,0.0
ir_tbp_1_dft-pet3_1_dft-asme3_1_dft-hicn_1_dft-icn_1_smi1_1_s_1,760.0,1497.8,4373.7,2011.1,0.0,0.0,0.0,9.9,19.5,56.8,26.1,0.0,0.0,0.0,39.5,77.8,227.2,104.5,0.0,0.0,0.0,13.917,27.427,80.089,36.827,0.0,0.0,0.0,21.715,42.793,124.962,57.46,0.0,0.0,0.0
ir_tbp_1_dft-nme3_1_dft-oxaz_1_dft-iacn_1_dft-icn_1_smi1_1_s_1,948.5,1765.8,3256.8,1116.7,0.0,0.0,0.0,12.3,22.9,42.3,14.5,0.0,0.0,0.0,61.6,114.7,211.5,72.5,0.0,0.0,0.0,17.368,32.334,59.637,20.448,0.0,0.0,0.0,27.099,50.45,93.051,31.904,0.0,0.0,0.0
ir_tbp_1_dft-pph3_1_dft-iz_1_dft-hicn_1_dft-itcn_1_smi1_1_s_1,765.5,1340.3,2474.6,3068.0,2442.7,671.8,0.0,9.9,17.4,32.1,39.8,31.7,8.7,0.0,39.8,69.6,128.6,159.4,126.9,34.9,0.0,14.017,24.543,45.314,56.181,44.729,12.302,0.0,21.87,38.294,70.703,87.658,69.79,19.195,0.0
ir_tbp_1_dft-pet3_1_dft-iz_1_dft-co_1_dft-cn_1_smi1_1_s_1,764.4,1343.2,2783.4,2674.7,0.0,0.0,0.0,9.9,17.4,36.1,34.7,0.0,0.0,0.0,39.7,69.8,144.6,138.9,0.0,0.0,0.0,13.998,24.596,50.968,48.978,0.0,0.0,0.0,21.841,38.377,79.525,76.42,0.0,0.0,0.0
ir_tbp_1_dft-asme3_1_dft-py_1_dft-iacn_1_fluoride_1_smi1_1_s_1,765.1,1166.9,3008.9,1535.5,224.0,0.0,0.0,9.9,15.2,39.1,19.9,2.9,0.0,0.0,39.7,60.6,156.3,79.8,11.6,0.0,0.0,14.01,21.368,55.099,28.117,4.101,0.0,0.0,21.859,33.34,85.97,43.87,6.399,0.0,0.0
ir_tbp_1_dft-pyz_1_dft-ime_1_dft-iacn_1_dft-cn_1_smi1_1_s_1,768.8,1175.4,1830.5,3501.6,0.0,0.0,0.0,10.0,15.3,23.8,45.5,0.0,0.0,0.0,39.9,61.1,95.1,181.9,0.0,0.0,0.0,14.078,21.524,33.519,64.119,0.0,0.0,0.0,21.965,33.583,52.299,100.044,0.0,0.0,0.0
